Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
19/9/20,Jiří Pavlenka,Bundesliga,Matchweek 1,Home,L 1–4,Werder Bremen,Hertha BSC,Y,GK,90,6,4,2,33.3,0,2.1,0,0,0,0,6,10,60,16,7,31.3,33.4,8,62.5,47.8,6,0,0,0,11.2
26/9/20,Jiří Pavlenka,Bundesliga,Matchweek 2,Away,W 3–1,Werder Bremen,Schalke 04,Y,GK,90,4,1,3,75,0,0.4,0,0,0,0,5,16,31.3,19,4,63.2,50.5,4,100,64,10,0,0,0,9.8
3/10/20,Jiří Pavlenka,Bundesliga,Matchweek 3,Home,W 1–0,Werder Bremen,Arminia,Y,GK,90,4,0,4,100,1,1,0,0,0,0,12,25,48,29,5,65.5,50.1,6,100,70.3,7,0,0,1,13.2
17/10/20,Jiří Pavlenka,Bundesliga,Matchweek 4,Away,D 1–1,Werder Bremen,Freiburg,Y,GK,90,4,1,3,75,0,0.7,0,0,0,0,10,20,50,23,4,60.9,45,11,54.5,47,16,1,6.3,1,14.1
25/10/20,Jiří Pavlenka,Bundesliga,Matchweek 5,Home,D 1–1,Werder Bremen,Hoffenheim,Y,GK,90,4,1,3,75,0,0.9,0,0,0,0,5,13,38.5,26,6,23.1,31,9,77.8,53.1,15,1,6.7,1,13.8
31/10/20,Jiří Pavlenka,Bundesliga,Matchweek 6,Away,D 1–1,Werder Bremen,Eint Frankfurt,Y,GK,90,5,1,4,80,0,1.8,0,0,0,0,12,27,44.4,27,6,66.7,52,10,90,67.6,18,2,11.1,0,7.7
6/11/20,Jiří Pavlenka,Bundesliga,Matchweek 7,Home,D 1–1,Werder Bremen,Köln,Y,GK,90,1,1,1,0,0,0.1,0,0,0,0,1,2,50,19,2,10.5,22.8,1,0,22,9,0,0,0,15
21/11/20,Jiří Pavlenka,Bundesliga,Matchweek 8,Away,D 1–1,Werder Bremen,Bayern Munich,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,11,23,47.8,21,9,52.4,38,17,70.6,47,14,2,14.3,0,5.3
27/11/20,Jiří Pavlenka,Bundesliga,Matchweek 9,Away,L 3–5,Werder Bremen,Wolfsburg,Y,GK,90,6,5,1,16.7,0,2.1,0,0,0,0,5,13,38.5,27,9,40.7,37.2,6,33.3,31.3,10,0,0,1,12.7
6/12/20,Jiří Pavlenka,Bundesliga,Matchweek 10,Home,L 1–2,Werder Bremen,Stuttgart,Y,GK,90,5,2,4,80,0,2.1,1,1,0,0,8,13,61.5,28,3,42.9,37,6,16.7,17,6,0,0,1,28
12/12/20,Jiří Pavlenka,Bundesliga,Matchweek 11,Away,L 0–2,Werder Bremen,RB Leipzig,Y,GK,90,6,2,5,83.3,0,2.2,1,1,0,0,3,11,27.3,36,7,27.8,29.2,6,16.7,23.7,4,1,25,1,18.3
15/12/20,Jiří Pavlenka,Bundesliga,Matchweek 12,Home,L 1–2,Werder Bremen,Dortmund,Y,GK,90,8,2,6,75,0,2.7,1,0,1,0,10,21,47.6,40,3,50,37.6,6,16.7,29.7,6,0,0,1,28
19/12/20,Jiří Pavlenka,Bundesliga,Matchweek 13,Away,W 1–0,Werder Bremen,Mainz 05,Y,GK,90,1,0,1,100,1,0,0,0,0,0,5,9,55.6,29,3,24.1,28.4,9,22.2,30.9,12,1,8.3,0,15
2/1/21,Jiří Pavlenka,Bundesliga,Matchweek 14,Home,L 0–2,Werder Bremen,Union Berlin,Y,GK,90,2,2,0,0,0,1.6,0,0,0,0,5,8,62.5,22,6,18.2,26.1,8,50,38.4,5,2,40,0,13.4
9/1/21,Jiří Pavlenka,Bundesliga,Matchweek 15,Away,D 1–1,Werder Bremen,Leverkusen,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,14,25,56,20,2,80,52.9,12,75,47.4,18,0,0,2,17.4
16/1/21,Jiří Pavlenka,Bundesliga,Matchweek 16,Home,W 2–0,Werder Bremen,Augsburg,Y,GK,90,1,0,1,100,1,0.4,0,0,0,0,4,16,25,31,4,29,29.8,10,70,51.6,7,0,0,0,14.8
19/1/21,Jiří Pavlenka,Bundesliga,Matchweek 17,Away,L 0–1,Werder Bremen,M'Gladbach,Y,GK,90,6,1,5,83.3,0,0.6,0,0,0,0,3,13,23.1,30,5,36.7,34.4,4,50,48,9,0,0,2,23.3
23/1/21,Jiří Pavlenka,Bundesliga,Matchweek 18,Away,W 4–1,Werder Bremen,Hertha BSC,Y,GK,90,9,1,8,88.9,0,1.9,1,0,1,0,12,23,52.2,25,7,60,50.3,8,100,63.8,23,2,8.7,0,14.7
30/1/21,Jiří Pavlenka,Bundesliga,Matchweek 19,Home,D 1–1,Werder Bremen,Schalke 04,Y,GK,90,1,1,0,0,0,0.4,0,0,0,0,6,9,66.7,17,2,35.3,38.4,10,30,32.2,5,0,0,0,8.5
10/3/21,Jiří Pavlenka,Bundesliga,Matchweek 20,Away,W 2–0,Werder Bremen,Arminia,Y,GK,90,6,0,6,100,1,1.4,0,0,0,0,7,18,38.9,16,4,62.5,44.4,16,50,42.9,10,0,0,1,15.3
13/2/21,Jiří Pavlenka,Bundesliga,Matchweek 21,Home,D 0–0,Werder Bremen,Freiburg,Y,GK,90,2,0,2,100,1,0.9,0,0,0,0,7,12,58.3,38,7,26.3,29.9,7,28.6,33.4,12,1,8.3,1,18.9
21/2/21,Jiří Pavlenka,Bundesliga,Matchweek 22,Away,L 0–4,Werder Bremen,Hoffenheim,Y,GK,90,6,4,2,33.3,0,2,0,0,0,0,4,9,44.4,25,8,28,33.2,7,28.6,28.7,9,0,0,3,19.5
26/2/21,Jiří Pavlenka,Bundesliga,Matchweek 23,Home,W 2–1,Werder Bremen,Eint Frankfurt,Y,GK,90,4,1,3,75,0,1,0,0,0,0,9,19,47.4,24,2,58.3,42.4,10,50,40.5,18,0,0,1,9
7/3/21,Jiří Pavlenka,Bundesliga,Matchweek 24,Away,D 1–1,Werder Bremen,Köln,Y,GK,90,4,1,3,75,0,1.5,0,0,0,0,9,22,40.9,16,3,81.3,53.1,14,64.3,49,24,0,0,0,9.5
13/3/21,Jiří Pavlenka,Bundesliga,Matchweek 25,Home,L 1–3,Werder Bremen,Bayern Munich,Y,GK,90,5,3,2,40,0,1.8,0,0,0,0,11,21,52.4,33,7,51.5,39.3,12,33.3,34.1,17,0,0,0,9.6
20/3/21,Jiří Pavlenka,Bundesliga,Matchweek 26,Home,L 1–2,Werder Bremen,Wolfsburg,Y,GK,90,3,2,2,33.3,0,0.4,0,0,0,0,12,19,63.2,27,0,55.6,40.5,9,44.4,39.3,12,3,25,0,21
4/4/21,Jiří Pavlenka,Bundesliga,Matchweek 27,Away,L 0–1,Werder Bremen,Stuttgart,Y,GK,90,3,1,3,66.7,0,0.1,0,0,0,0,7,19,36.8,30,9,43.3,36.4,10,60,41.7,10,1,10,2,14.8
10/4/21,Jiří Pavlenka,Bundesliga,Matchweek 28,Home,L 1–4,Werder Bremen,RB Leipzig,Y,GK,90,4,4,0,0,0,1.9,0,0,0,0,6,12,50,27,3,40.7,38.4,5,20,27.2,3,0,0,1,18.2
18/4/21,Jiří Pavlenka,Bundesliga,Matchweek 29,Away,L 1–4,Werder Bremen,Dortmund,Y,GK,90,7,4,4,57.1,0,3,1,1,0,0,3,9,33.3,22,6,27.3,33.3,9,33.3,40.3,11,1,9.1,0,12.1
21/4/21,Jiří Pavlenka,Bundesliga,Matchweek 30,Home,L 0–1,Werder Bremen,Mainz 05,Y,GK,90,5,1,4,80,0,1.1,0,0,0,0,8,15,53.3,23,4,52.2,39.9,7,42.9,38.9,5,0,0,0,12.8
24/4/21,Jiří Pavlenka,Bundesliga,Matchweek 31,Away,L 1–3,Werder Bremen,Union Berlin,Y,GK,90,6,3,3,50,0,3.3,0,0,0,0,4,15,26.7,18,3,50,41.6,7,85.7,60,10,1,10,0,11
8/5/21,Jiří Pavlenka,Bundesliga,Matchweek 32,Home,D 0–0,Werder Bremen,Leverkusen,Y,GK,90,4,0,4,100,1,0.4,0,0,0,0,8,18,44.4,28,4,42.9,41.3,8,75,59.6,7,0,0,0,13
15/5/21,Jiří Pavlenka,Bundesliga,Matchweek 33,Away,L 0–2,Werder Bremen,Augsburg,Y,GK,90,5,2,4,80,0,2.3,1,1,0,0,4,7,57.1,26,6,19.2,28.6,8,25,31.4,8,1,12.5,1,20.4
19/9/20,Alexander Schwolow,Bundesliga,Matchweek 1,Away,W 4–1,Hertha BSC,Werder Bremen,Y,GK,90,6,1,5,83.3,0,1,0,0,0,0,11,20,55,39,6,28.2,33.2,10,90,67.3,10,2,20,1,10.9
25/9/20,Alexander Schwolow,Bundesliga,Matchweek 2,Home,L 1–3,Hertha BSC,Eint Frankfurt,Y,GK,90,2,3,0,0,0,1.6,1,1,0,0,10,12,83.3,23,2,30.4,31.1,10,50,36.1,6,0,0,1,25.3
4/10/20,Alexander Schwolow,Bundesliga,Matchweek 3,Away,L 3–4,Hertha BSC,Bayern Munich,Y,GK,90,8,4,5,62.5,0,4,1,1,0,0,4,16,25,17,1,52.9,42.2,11,63.6,52.3,16,1,6.3,0,8
17/10/20,Alexander Schwolow,Bundesliga,Matchweek 4,Home,L 0–2,Hertha BSC,Stuttgart,Y,GK,90,2,2,0,0,0,0.8,0,0,0,0,10,17,58.8,40,10,40,35.7,8,12.5,21.6,7,0,0,1,16.3
24/10/20,Alexander Schwolow,Bundesliga,Matchweek 5,Away,L 1–2,Hertha BSC,RB Leipzig,Y,GK,90,7,2,6,85.7,0,2.9,1,1,0,0,8,28,28.6,29,5,48.3,38.9,19,73.7,57.2,14,2,14.3,0,18.3
1/11/20,Alexander Schwolow,Bundesliga,Matchweek 6,Home,D 1–1,Hertha BSC,Wolfsburg,Y,GK,90,4,1,3,75,0,0.6,0,0,0,0,6,14,42.9,26,4,50,37.9,7,14.3,29.1,5,0,0,1,23.5
7/11/20,Alexander Schwolow,Bundesliga,Matchweek 7,Away,W 3–0,Hertha BSC,Augsburg,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,2,6,33.3,23,5,13,30.8,6,50,45.8,7,2,28.6,1,14.2
21/11/20,Alexander Schwolow,Bundesliga,Matchweek 8,Home,L 2–5,Hertha BSC,Dortmund,Y,GK,90,8,5,3,37.5,0,4,0,0,0,0,6,14,42.9,28,2,42.9,36.4,7,28.6,27.3,4,0,0,0,8.3
29/11/20,Alexander Schwolow,Bundesliga,Matchweek 9,Away,D 0–0,Hertha BSC,Leverkusen,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,11,22,50,38,3,44.7,39.2,9,55.6,43.8,8,0,0,0,10.6
4/12/20,Alexander Schwolow,Bundesliga,Matchweek 10,Home,W 3–1,Hertha BSC,Union Berlin,Y,GK,90,1,1,0,0,0,0.8,0,0,0,0,4,8,50,22,4,22.7,31.3,4,75,61.5,7,0,0,0,11.5
12/12/20,Alexander Schwolow,Bundesliga,Matchweek 11,Away,D 1–1,Hertha BSC,M'Gladbach,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,12,21,57.1,31,4,41.9,38.2,9,88.9,62.2,10,0,0,1,14
15/12/20,Alexander Schwolow,Bundesliga,Matchweek 12,Home,D 0–0,Hertha BSC,Mainz 05,Y,GK,90,0,0,0,,1,0,0,0,0,0,5,8,62.5,24,2,29.2,31.3,5,20,24.6,7,0,0,2,18.8
20/12/20,Alexander Schwolow,Bundesliga,Matchweek 13,Away,L 1–4,Hertha BSC,Freiburg,Y,GK,90,8,4,5,62.5,0,4.6,1,1,0,0,5,11,45.5,36,9,27.8,27.9,6,16.7,29.8,11,1,9.1,0,10.5
2/1/21,Alexander Schwolow,Bundesliga,Matchweek 14,Home,W 3–0,Hertha BSC,Schalke 04,Y,GK,90,4,0,4,100,1,1.7,0,0,0,0,7,8,87.5,26,4,19.2,31.5,4,75,51.8,7,0,0,0,7.3
10/1/21,Alexander Schwolow,Bundesliga,Matchweek 15,Away,L 0–1,Hertha BSC,Arminia,Y,GK,90,2,1,1,50,0,0.8,0,0,0,0,9,14,64.3,21,2,28.6,33.7,12,66.7,49.1,11,1,9.1,0,15.6
16/1/21,Alexander Schwolow,Bundesliga,Matchweek 16,Away,D 0–0,Hertha BSC,Köln,Y,GK,90,1,0,1,100,1,0,0,0,0,0,7,13,53.8,27,3,25.9,29.9,10,60,44.9,7,0,0,0,9.5
19/1/21,Alexander Schwolow,Bundesliga,Matchweek 17,Home,L 0–3,Hertha BSC,Hoffenheim,Y,GK,90,6,3,3,50,0,1.7,0,0,0,0,5,10,50,28,7,32.1,32,3,33.3,33.7,6,1,16.7,1,12.6
23/1/21,Alexander Schwolow,Bundesliga,Matchweek 18,Home,L 1–4,Hertha BSC,Werder Bremen,Y,GK,90,4,4,1,25,0,1.8,1,1,0,0,2,2,100,8,2,0,21.3,3,66.7,51.3,2,0,0,0,7
4/4/21,Alexander Schwolow,Bundesliga,Matchweek 27,Away,D 1–1,Hertha BSC,Union Berlin,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,8,18,44.4,31,9,35.5,35.6,8,87.5,63.9,13,0,0,0,12.3
10/4/21,Alexander Schwolow,Bundesliga,Matchweek 28,Home,D 2–2,Hertha BSC,M'Gladbach,Y,GK,90,3,2,2,66.7,0,2.1,1,1,0,0,3,3,100,15,4,6.7,23.5,3,66.7,33.3,4,0,0,1,23.7
3/5/21,Alexander Schwolow,Bundesliga,Matchweek 29,Away,D 1–1,Hertha BSC,Mainz 05,Y,GK,90,8,1,7,87.5,0,2.8,0,0,0,0,8,16,50,29,7,41.4,41.1,7,57.1,46.6,13,1,7.7,1,13.8
6/5/21,Alexander Schwolow,Bundesliga,Matchweek 30,Home,W 3–0,Hertha BSC,Freiburg,Y,GK,90,5,0,5,100,1,0.3,0,0,0,0,11,29,37.9,33,3,60.6,43.8,15,60,52.1,14,0,0,0,10.3
12/5/21,Alexander Schwolow,Bundesliga,Matchweek 31,Away,W 2–1,Hertha BSC,Schalke 04,Y,GK,90,1,1,0,0,0,0.8,0,0,0,0,5,10,50,20,3,30,37.4,11,36.4,35.6,6,1,16.7,0,15.2
9/5/21,Alexander Schwolow,Bundesliga,Matchweek 32,Home,D 0–0,Hertha BSC,Arminia,Y,GK,90,6,0,6,100,1,0.2,0,0,0,0,3,7,42.9,25,12,8,22.7,7,71.4,50.1,5,0,0,0,13.8
15/5/21,Alexander Schwolow,Bundesliga,Matchweek 33,Home,D 0–0,Hertha BSC,Köln,Y,GK,90,4,0,4,100,1,0.3,0,0,0,0,8,24,33.3,32,6,37.5,36,13,92.3,67.7,15,1,6.7,1,19
12/12/20,Tobias Sippel,Bundesliga,Matchweek 11,Home,D 1–1,M'Gladbach,Hertha BSC,Y,GK,90,2,1,1,50,0,1.2,0,0,0,0,5,9,55.6,20,2,40,35.5,5,20,20.2,6,1,16.7,2,24
10/4/21,Tobias Sippel,Bundesliga,Matchweek 28,Away,D 2–2,M'Gladbach,Hertha BSC,N,GK,74,7,2,5,71.4,0,1.5,0,0,0,0,9,23,39.1,22,2,59.1,45.9,12,83.3,60.3,20,1,5,0,12.9
17/4/21,Tobias Sippel,Bundesliga,Matchweek 29,Home,W 4–0,M'Gladbach,Eint Frankfurt,Y,GK,90,4,0,3,100,1,1.1,0,0,0,0,9,29,31,29,4,58.6,49.4,14,85.7,68.9,13,1,7.7,1,15.2
21/4/21,Tobias Sippel,Bundesliga,Matchweek 30,Away,L 2–3,M'Gladbach,Hoffenheim,Y,GK,90,6,3,3,50,0,3.3,0,0,0,0,14,25,56,30,4,46.7,39.3,15,73.3,58.6,17,0,0,1,15.5
19/9/20,Rafał Gikiewicz,Bundesliga,Matchweek 1,Away,W 3–1,Augsburg,Union Berlin,Y,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,6,20,30,38,7,39.5,37.1,6,83.3,64.2,19,1,5.3,1,14.8
26/9/20,Rafał Gikiewicz,Bundesliga,Matchweek 2,Home,W 2–0,Augsburg,Dortmund,Y,GK,90,6,0,6,100,1,1.2,0,0,0,0,6,18,33.3,18,6,55.6,45.3,11,72.7,62.5,18,0,0,0,13.2
4/10/20,Rafał Gikiewicz,Bundesliga,Matchweek 3,Away,D 0–0,Augsburg,Wolfsburg,Y,GK,90,5,1,5,80,1,0.7,0,0,0,0,10,24,41.7,29,8,55.2,42.9,10,80,59.3,10,2,20,1,10.8
17/10/20,Rafał Gikiewicz,Bundesliga,Matchweek 4,Home,L 0–2,Augsburg,RB Leipzig,Y,GK,90,6,2,3,66.7,0,2.9,0,0,0,0,6,20,30,38,7,44.7,37.7,8,37.5,34.1,8,1,12.5,0,13.4
26/10/20,Rafał Gikiewicz,Bundesliga,Matchweek 5,Away,L 1–3,Augsburg,Leverkusen,Y,GK,90,6,3,4,66.7,0,2.6,1,1,0,0,5,13,38.5,35,6,31.4,32.7,6,33.3,34,9,1,11.1,3,19.9
31/10/20,Rafał Gikiewicz,Bundesliga,Matchweek 6,Home,W 3–1,Augsburg,Mainz 05,Y,GK,90,4,1,3,75,0,0.4,0,0,0,0,8,18,44.4,47,7,31.9,30.5,10,30,35.5,8,1,12.5,1,18.6
7/11/20,Rafał Gikiewicz,Bundesliga,Matchweek 7,Home,L 0–3,Augsburg,Hertha BSC,Y,GK,90,5,3,3,60,0,3.2,1,1,0,0,3,10,30,28,8,28.6,30.9,8,25,27.1,7,2,28.6,1,15
21/11/20,Rafał Gikiewicz,Bundesliga,Matchweek 8,Away,D 1–1,Augsburg,M'Gladbach,Y,GK,90,6,1,4,83.3,0,1.5,0,0,0,0,7,17,41.2,39,4,25.6,26.9,14,50,51.3,12,0,0,1,18.3
28/11/20,Rafał Gikiewicz,Bundesliga,Matchweek 9,Home,D 1–1,Augsburg,Freiburg,Y,GK,90,5,1,4,80,0,0.4,0,0,0,0,11,18,61.1,58,8,31,30.3,7,0,17.6,17,0,0,2,15.3
7/12/20,Rafał Gikiewicz,Bundesliga,Matchweek 10,Away,L 1–3,Augsburg,Hoffenheim,Y,GK,90,7,3,4,57.1,0,2.8,0,0,0,0,7,11,63.6,34,7,32.4,32.9,3,0,19.7,6,1,16.7,0,14.6
13/12/20,Rafał Gikiewicz,Bundesliga,Matchweek 11,Home,D 2–2,Augsburg,Schalke 04,Y,GK,90,4,2,2,50,0,0.3,0,0,0,0,7,20,35,29,4,58.6,46.9,10,30,33.2,7,0,0,0,14.5
16/12/20,Rafał Gikiewicz,Bundesliga,Matchweek 12,Away,W 1–0,Augsburg,Arminia,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,8,20,40,28,7,46.4,35.4,9,77.8,57.6,14,0,0,0,11.1
19/12/20,Rafał Gikiewicz,Bundesliga,Matchweek 13,Home,L 0–2,Augsburg,Eint Frankfurt,Y,GK,90,6,2,5,66.7,0,0.9,0,0,0,0,6,21,28.6,31,8,45.2,37.2,9,77.8,48.4,11,1,9.1,0,18.7
2/1/21,Rafał Gikiewicz,Bundesliga,Matchweek 14,Away,W 1–0,Augsburg,Köln,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,6,14,42.9,19,4,36.8,40.5,7,100,51.4,6,0,0,0,15
10/1/21,Rafał Gikiewicz,Bundesliga,Matchweek 15,Home,L 1–4,Augsburg,Stuttgart,Y,GK,90,9,4,6,66.7,0,2.5,1,1,0,0,4,14,28.6,33,9,36.4,35.4,7,28.6,30.7,10,0,0,0,9.2
16/1/21,Rafał Gikiewicz,Bundesliga,Matchweek 16,Away,L 0–2,Augsburg,Werder Bremen,Y,GK,90,5,2,3,60,0,2,0,0,0,0,6,10,60,29,6,31,31.7,3,33.3,34.7,9,1,11.1,0,16.2
20/1/21,Rafał Gikiewicz,Bundesliga,Matchweek 17,Home,L 0–1,Augsburg,Bayern Munich,Y,GK,90,3,1,3,100,0,1.1,1,1,0,0,20,28,71.4,33,6,54.5,37.5,16,62.5,42.4,10,0,0,0,9.6
23/1/21,Rafał Gikiewicz,Bundesliga,Matchweek 18,Home,W 2–1,Augsburg,Union Berlin,Y,GK,90,4,1,3,75,0,1.9,1,0,1,0,4,23,17.4,30,4,60,43.5,8,62.5,46.6,20,2,10,0,14.7
30/1/21,Rafał Gikiewicz,Bundesliga,Matchweek 19,Away,L 1–3,Augsburg,Dortmund,Y,GK,90,5,3,3,40,0,2.2,1,0,0,1,2,10,20,35,5,25.7,28.5,6,16.7,28.2,12,0,0,0,11.3
6/2/21,Rafał Gikiewicz,Bundesliga,Matchweek 20,Home,L 0–2,Augsburg,Wolfsburg,Y,GK,90,6,2,4,66.7,0,1.7,0,0,0,0,5,15,33.3,42,9,33.3,32.4,5,20,39.4,11,0,0,1,14.8
12/2/21,Rafał Gikiewicz,Bundesliga,Matchweek 21,Away,L 1–2,Augsburg,RB Leipzig,Y,GK,90,5,2,4,80,0,2.7,2,1,1,0,6,17,35.3,44,6,34.1,35.6,9,22.2,30.8,6,1,16.7,1,12.2
21/2/21,Rafał Gikiewicz,Bundesliga,Matchweek 22,Home,D 1–1,Augsburg,Leverkusen,Y,GK,90,3,1,2,66.7,0,0.9,0,0,0,0,15,29,51.7,28,5,75,52.4,9,88.9,57.9,21,1,4.8,0,9.6
28/2/21,Rafał Gikiewicz,Bundesliga,Matchweek 23,Away,W 1–0,Augsburg,Mainz 05,Y,GK,90,6,0,5,100,1,0.9,0,0,0,0,8,29,27.6,32,8,62.5,47,11,81.8,62.5,21,3,14.3,0,13.5
6/3/21,Rafał Gikiewicz,Bundesliga,Matchweek 24,Away,L 1–2,Augsburg,Hertha BSC,Y,GK,90,6,2,5,83.3,0,2.2,1,1,0,0,11,24,45.8,22,9,63.6,43.2,10,100,61.1,13,0,0,0,17.6
12/3/21,Rafał Gikiewicz,Bundesliga,Matchweek 25,Home,W 3–1,Augsburg,M'Gladbach,Y,GK,90,7,1,6,85.7,0,1.3,1,0,0,1,8,27,29.6,46,8,41.3,38.7,16,50,46.3,13,1,7.7,1,14.9
21/3/21,Rafał Gikiewicz,Bundesliga,Matchweek 26,Away,L 0–2,Augsburg,Freiburg,Y,GK,90,5,2,3,60,0,1.8,0,0,0,0,8,17,47.1,24,3,54.2,44.3,8,50,39.1,13,1,7.7,2,21.4
3/4/21,Rafał Gikiewicz,Bundesliga,Matchweek 27,Home,W 2–1,Augsburg,Hoffenheim,Y,GK,90,5,1,4,80,0,1.6,0,0,0,0,12,27,44.4,36,7,52.8,42.4,14,57.1,48.5,16,0,0,0,9.8
11/4/21,Rafał Gikiewicz,Bundesliga,Matchweek 28,Away,L 0–1,Augsburg,Schalke 04,Y,GK,90,2,1,1,50,0,0.6,0,0,0,0,3,6,50,26,4,11.5,25.5,4,75,51.8,4,1,25,1,14.2
17/4/21,Rafał Gikiewicz,Bundesliga,Matchweek 29,Home,D 0–0,Augsburg,Arminia,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,5,20,25,34,7,47.1,38.4,7,57.1,47.9,7,0,0,2,17.7
