Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
20/4/21,Rafał Gikiewicz,Bundesliga,Matchweek 30,Away,L 0–2,Augsburg,Eint Frankfurt,Y,GK,90,4,2,2,50,0,2.1,0,0,0,0,8,20,40,29,8,51.7,40.2,10,50,36.1,15,2,13.3,0,13.9
23/4/21,Rafał Gikiewicz,Bundesliga,Matchweek 31,Home,L 2–3,Augsburg,Köln,Y,GK,90,6,3,3,50,0,2.6,0,0,0,0,6,17,35.3,32,6,28.1,34.3,11,72.7,49.6,13,0,0,4,24
7/5/21,Rafał Gikiewicz,Bundesliga,Matchweek 32,Away,L 1–2,Augsburg,Stuttgart,Y,GK,90,6,2,4,66.7,0,1.9,0,0,0,0,8,23,34.8,28,6,64.3,43.3,6,83.3,55.8,7,2,28.6,2,16
15/5/21,Rafał Gikiewicz,Bundesliga,Matchweek 33,Home,W 2–0,Augsburg,Werder Bremen,Y,GK,90,4,0,4,100,1,0.3,0,0,0,0,9,31,29,29,3,79.3,57.7,8,100,71.1,15,1,6.7,0,12.6
18/9/20,Ralf Fährmann,Bundesliga,Matchweek 1,Away,L 0–8,Schalke 04,Bayern Munich,Y,GK,90,10,8,3,30,0,5.3,1,1,0,0,5,24,20.8,32,5,56.3,42.2,10,60,44.8,12,0,0,1,15
26/9/20,Ralf Fährmann,Bundesliga,Matchweek 2,Home,L 1–3,Schalke 04,Werder Bremen,Y,GK,90,5,3,3,60,0,2.8,1,1,0,0,5,11,45.5,33,7,27.3,31.7,7,28.6,31.9,6,0,0,3,16
3/10/20,Ralf Fährmann,Bundesliga,Matchweek 3,Away,L 0–4,Schalke 04,RB Leipzig,Y,GK,45,3,3,1,0,0,1.3,0,0,0,0,7,15,46.7,17,2,58.8,40.3,7,71.4,48.3,5,0,0,1,13.5
13/12/20,Ralf Fährmann,Bundesliga,Matchweek 11,Away,D 2–2,Schalke 04,Augsburg,Y,GK,90,4,2,3,50,0,0.7,0,0,0,0,3,10,30,31,11,16.1,26.1,7,71.4,50.9,8,0,0,1,13.9
16/12/20,Ralf Fährmann,Bundesliga,Matchweek 12,Home,L 0–2,Schalke 04,Freiburg,Y,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,4,10,40,29,5,31,30.2,5,20,27,9,2,22.2,0,15.3
19/12/20,Ralf Fährmann,Bundesliga,Matchweek 13,Home,L 0–1,Schalke 04,Arminia,Y,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,5,18,27.8,20,4,50,43.3,10,80,58.5,4,0,0,1,17.7
2/1/21,Ralf Fährmann,Bundesliga,Matchweek 14,Away,L 0–3,Schalke 04,Hertha BSC,Y,GK,90,10,3,7,70,0,2.2,0,0,0,0,6,20,30,23,4,69.6,47.7,6,66.7,42.8,14,0,0,0,17
9/1/21,Ralf Fährmann,Bundesliga,Matchweek 15,Home,W 4–0,Schalke 04,Hoffenheim,Y,GK,90,5,0,5,100,1,0.7,0,0,0,0,3,21,14.3,25,2,48,38.4,9,100,66.8,13,1,7.7,1,14.5
17/1/21,Ralf Fährmann,Bundesliga,Matchweek 16,Away,L 1–3,Schalke 04,Eint Frankfurt,Y,GK,90,10,3,7,70,0,3.5,0,0,0,0,12,31,38.7,29,3,69,45.9,11,100,60.4,11,1,9.1,1,13
20/1/21,Ralf Fährmann,Bundesliga,Matchweek 17,Home,L 1–2,Schalke 04,Köln,Y,GK,90,3,2,1,33.3,0,1.5,0,0,0,0,6,14,42.9,40,2,25,32.2,6,66.7,50.2,6,1,16.7,2,24.8
24/1/21,Ralf Fährmann,Bundesliga,Matchweek 18,Home,L 0–4,Schalke 04,Bayern Munich,Y,GK,90,12,4,8,66.7,0,3.1,0,0,0,0,4,18,22.2,24,3,41.7,38.8,18,44.4,37.2,14,1,7.1,0,13
30/1/21,Ralf Fährmann,Bundesliga,Matchweek 19,Away,D 1–1,Schalke 04,Werder Bremen,Y,GK,90,5,1,4,80,0,0.2,0,0,0,0,7,21,33.3,43,8,32.6,35.3,10,70,59.4,13,2,15.4,0,16.8
6/2/21,Ralf Fährmann,Bundesliga,Matchweek 20,Home,L 0–3,Schalke 04,RB Leipzig,Y,GK,90,10,3,7,70,0,3,0,0,0,0,6,13,46.2,31,4,35.5,34.4,10,20,28.6,8,0,0,1,14.8
13/2/21,Ralf Fährmann,Bundesliga,Matchweek 21,Away,D 0–0,Schalke 04,Union Berlin,Y,GK,90,3,0,3,100,1,1.2,0,0,0,0,3,16,18.8,27,6,22.2,28.2,11,90.9,57,9,0,0,0,9.2
20/2/21,Ralf Fährmann,Bundesliga,Matchweek 22,Home,L 0–4,Schalke 04,Dortmund,Y,GK,31,1,0,1,100,0,0.2,0,0,0,0,2,6,33.3,13,3,46.2,43,1,0,13,1,0,0,0,7.2
11/4/21,Ralf Fährmann,Bundesliga,Matchweek 28,Home,W 1–0,Schalke 04,Augsburg,Y,GK,90,4,0,4,100,1,0.3,0,0,0,0,12,21,57.1,42,4,40.5,37.2,8,50,38.3,10,1,10,1,17
17/4/21,Ralf Fährmann,Bundesliga,Matchweek 29,Away,L 0–4,Schalke 04,Freiburg,Y,GK,90,7,4,4,57.1,0,3.7,1,1,0,0,3,8,37.5,28,7,25,26.5,2,50,40,13,1,7.7,1,12.7
20/4/21,Ralf Fährmann,Bundesliga,Matchweek 30,Away,L 0–1,Schalke 04,Arminia,Y,GK,90,4,1,3,75,0,1.7,1,0,1,0,10,20,50,33,7,45.5,37.6,7,71.4,48,5,0,0,1,16.2
12/5/21,Ralf Fährmann,Bundesliga,Matchweek 31,Home,L 1–2,Schalke 04,Hertha BSC,Y,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,3,8,37.5,22,9,22.7,29.6,6,50,35.2,9,1,11.1,1,12.9
8/5/21,Ralf Fährmann,Bundesliga,Matchweek 32,Away,L 2–4,Schalke 04,Hoffenheim,Y,GK,90,12,4,8,66.7,0,2.4,0,0,0,0,1,24,4.2,32,10,56.3,41.5,9,66.7,47.7,15,0,0,0,11.4
15/5/21,Ralf Fährmann,Bundesliga,Matchweek 33,Home,W 4–3,Schalke 04,Eint Frankfurt,Y,GK,90,8,3,5,62.5,0,2.6,0,0,0,0,9,31,29,36,5,55.6,47.9,12,91.7,62.1,24,2,8.3,0,11.4
30/1/21,Rune Jarstein,Bundesliga,Matchweek 19,Away,L 1–3,Hertha BSC,Eint Frankfurt,Y,GK,90,6,3,4,66.7,0,2.3,1,1,0,0,9,26,34.6,29,2,65.5,47.1,8,87.5,57.1,9,1,11.1,1,13.9
5/2/21,Rune Jarstein,Bundesliga,Matchweek 20,Home,L 0–1,Hertha BSC,Bayern Munich,Y,GK,90,5,1,4,80,0,1.5,1,0,1,0,4,16,25,24,4,45.8,39.5,8,62.5,41.8,13,0,0,1,12
13/2/21,Rune Jarstein,Bundesliga,Matchweek 21,Away,D 1–1,Hertha BSC,Stuttgart,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,4,11,36.4,30,2,23.3,31.1,6,66.7,50.3,8,1,12.5,1,18.3
21/2/21,Rune Jarstein,Bundesliga,Matchweek 22,Home,L 0–3,Hertha BSC,RB Leipzig,Y,GK,90,6,3,3,50,0,2,0,0,0,0,8,32,25,44,3,54.5,42.1,9,88.9,63.1,2,0,0,1,13.6
27/2/21,Rune Jarstein,Bundesliga,Matchweek 23,Away,L 0–2,Hertha BSC,Wolfsburg,Y,GK,90,2,2,1,0,0,0.6,0,0,0,0,5,17,29.4,24,4,54.2,42.5,12,33.3,35.8,12,2,16.7,0,6.8
6/3/21,Rune Jarstein,Bundesliga,Matchweek 24,Home,W 2–1,Hertha BSC,Augsburg,Y,GK,90,4,1,3,75,0,0.7,0,0,0,0,7,9,77.8,22,5,40.9,38.2,6,0,25,11,1,9.1,0,12.8
13/3/21,Rune Jarstein,Bundesliga,Matchweek 25,Away,L 0–2,Hertha BSC,Dortmund,Y,GK,90,4,2,2,50,0,1.2,0,0,0,0,6,13,46.2,21,5,38.1,35.9,11,45.5,39.1,6,1,16.7,0,12.1
21/3/21,Rune Jarstein,Bundesliga,Matchweek 26,Home,W 3–0,Hertha BSC,Leverkusen,Y,GK,90,1,0,1,100,1,0.5,0,0,0,0,17,29,58.6,16,0,100,65,14,92.9,62.5,14,1,7.1,0,5.5
3/10/20,Marwin Hitz,Bundesliga,Matchweek 3,Home,W 4–0,Dortmund,Freiburg,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,5,9,55.6,33,5,24.2,28,3,33.3,29.7,2,1,50,1,17.2
17/10/20,Marwin Hitz,Bundesliga,Matchweek 4,Away,W 1–0,Dortmund,Hoffenheim,Y,GK,90,3,0,3,100,1,0.2,0,0,0,0,9,16,56.3,28,6,39.3,35.6,7,71.4,57.9,7,2,28.6,0,14.8
30/1/21,Marwin Hitz,Bundesliga,Matchweek 19,Home,W 3–1,Dortmund,Augsburg,Y,GK,90,1,1,0,0,0,0.7,0,0,0,0,4,5,80,27,2,11.1,22.1,5,40,39.6,4,1,25,1,19.3
6/2/21,Marwin Hitz,Bundesliga,Matchweek 20,Away,L 1–2,Dortmund,Freiburg,Y,GK,90,3,2,1,33.3,0,0.3,0,0,0,0,5,8,62.5,41,5,17.1,26.3,8,12.5,26.3,4,0,0,0,12
13/2/21,Marwin Hitz,Bundesliga,Matchweek 21,Home,D 2–2,Dortmund,Hoffenheim,Y,GK,90,6,2,4,66.7,0,2.7,0,0,0,0,12,16,75,27,5,48.1,37.8,8,37.5,33.3,7,0,0,1,11.8
20/2/21,Marwin Hitz,Bundesliga,Matchweek 22,Away,W 4–0,Dortmund,Schalke 04,Y,GK,90,2,0,1,100,1,0.4,0,0,0,0,2,7,28.6,19,2,15.8,27.7,10,40,35.6,3,0,0,1,20.5
27/2/21,Marwin Hitz,Bundesliga,Matchweek 23,Home,W 3–0,Dortmund,Arminia,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,3,6,50,31,3,12.9,27.9,5,40,38.2,1,0,0,0,12.5
6/3/21,Marwin Hitz,Bundesliga,Matchweek 24,Away,L 2–4,Dortmund,Bayern Munich,Y,GK,90,8,4,5,62.5,0,3.8,1,1,0,0,9,18,50,20,5,50,39.3,16,50,39.6,14,0,0,0,10.3
13/3/21,Marwin Hitz,Bundesliga,Matchweek 25,Home,W 2–0,Dortmund,Hertha BSC,Y,GK,90,0,0,0,,1,0,0,0,0,0,5,7,71.4,22,5,22.7,29.3,5,40,37.4,6,1,16.7,0,16
20/3/21,Marwin Hitz,Bundesliga,Matchweek 26,Away,D 2–2,Dortmund,Köln,Y,GK,90,1,2,0,0,0,1.8,1,1,0,0,3,5,60,25,4,16,28.1,5,20,24.6,8,1,12.5,1,14.2
3/4/21,Marwin Hitz,Bundesliga,Matchweek 27,Home,L 1–2,Dortmund,Eint Frankfurt,Y,GK,90,3,2,2,33.3,0,1.5,0,0,0,0,7,15,46.7,31,4,32.3,35.3,10,50,45.3,8,0,0,0,12.7
10/4/21,Marwin Hitz,Bundesliga,Matchweek 28,Away,W 3–2,Dortmund,Stuttgart,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,8,18,44.4,36,11,33.3,33.5,11,54.5,43,7,0,0,0,14.4
18/4/21,Marwin Hitz,Bundesliga,Matchweek 29,Home,W 4–1,Dortmund,Werder Bremen,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,2,3,66.7,19,4,15.8,27.7,3,0,18,3,0,0,0,15.5
21/4/21,Marwin Hitz,Bundesliga,Matchweek 30,Home,W 2–0,Dortmund,Union Berlin,Y,GK,90,1,0,0,100,1,0.7,0,0,0,0,4,14,28.6,29,5,34.5,36.2,7,57.1,53.6,4,1,25,0,13
24/4/21,Marwin Hitz,Bundesliga,Matchweek 31,Away,W 2–0,Dortmund,Wolfsburg,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,13,27,48.1,24,1,50,42.1,19,78.9,56.7,11,0,0,1,15
8/5/21,Marwin Hitz,Bundesliga,Matchweek 32,Home,W 3–2,Dortmund,RB Leipzig,Y,GK,45,2,0,2,100,0,0.8,0,0,0,0,3,7,42.9,15,2,40,39.6,1,100,43,3,0,0,1,17.3
30/1/21,Loris Karius,Bundesliga,Matchweek 19,Home,D 1–1,Union Berlin,M'Gladbach,N,GK,22,1,0,1,100,0,0.8,0,0,0,0,2,6,33.3,4,0,75,50,3,100,65,1,0,0,0,
13/2/21,Loris Karius,Bundesliga,Matchweek 21,Home,D 0–0,Union Berlin,Schalke 04,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,3,16,18.8,19,4,63.2,48.5,4,100,67.8,5,1,20,0,9
20/2/21,Loris Karius,Bundesliga,Matchweek 22,Away,W 1–0,Union Berlin,Freiburg,Y,GK,90,1,0,1,100,1,0,0,0,0,0,7,16,43.8,23,2,47.8,43,8,62.5,57.3,15,1,6.7,0,9.5
28/2/21,Loris Karius,Bundesliga,Matchweek 23,Home,D 1–1,Union Berlin,Hoffenheim,Y,GK,90,2,1,2,50,0,0.6,0,0,0,0,9,18,50,29,3,55.2,41.8,5,40,41,9,0,0,0,13
28/2/21,Lennart Grill,Bundesliga,Matchweek 23,Home,L 1–2,Leverkusen,Freiburg,Y,GK,90,3,2,1,33.3,0,1.9,0,0,0,0,3,7,42.9,42,7,16.7,27.9,3,0,22.3,10,1,10,1,14.9
6/3/21,Lennart Grill,Bundesliga,Matchweek 24,Away,W 1–0,Leverkusen,M'Gladbach,Y,GK,90,3,0,3,100,1,0.4,0,0,0,0,5,14,35.7,47,8,25.5,31.7,9,22.2,27.8,5,1,20,0,10.7
14/3/21,Lennart Grill,Bundesliga,Matchweek 25,Home,L 1–2,Leverkusen,Arminia,Y,GK,90,6,2,4,66.7,0,2.1,0,0,0,0,1,2,50,24,6,8.3,21.3,8,0,18.5,6,0,0,1,17.2
21/3/21,Lennart Grill,Bundesliga,Matchweek 26,Away,L 0–3,Leverkusen,Hertha BSC,Y,GK,90,8,3,5,62.5,0,2,0,0,0,0,1,2,50,23,5,8.7,23.5,5,0,18,2,1,50,2,17.9
19/9/20,Timo Horn,Bundesliga,Matchweek 1,Home,L 2–3,Köln,Hoffenheim,Y,GK,90,6,3,4,66.7,0,2.6,1,1,0,0,12,20,60,51,3,37.3,33.9,6,16.7,30.7,5,0,0,1,17.7
26/9/20,Timo Horn,Bundesliga,Matchweek 2,Away,L 0–1,Köln,Arminia,Y,GK,90,3,1,2,66.7,0,0.3,0,0,0,0,5,14,35.7,32,8,37.5,33.6,8,25,24.9,7,1,14.3,3,18.5
3/10/20,Timo Horn,Bundesliga,Matchweek 3,Home,L 1–3,Köln,M'Gladbach,Y*,GK,90,9,3,7,77.8,0,2.2,1,1,0,0,6,17,35.3,32,5,50,40.6,2,50,49,4,0,0,1,14.8
18/10/20,Timo Horn,Bundesliga,Matchweek 4,Home,D 1–1,Köln,Eint Frankfurt,Y*,GK,90,3,1,3,100,0,1.5,1,1,0,0,11,23,47.8,29,1,58.6,44.5,9,66.7,48.7,13,1,7.7,1,13.8
23/10/20,Timo Horn,Bundesliga,Matchweek 5,Away,D 1–1,Köln,Stuttgart,Y*,GK,90,4,1,3,75,0,1.6,0,0,0,0,12,22,54.5,38,3,55.3,40.7,3,33.3,36.7,7,0,0,0,15.7
31/10/20,Timo Horn,Bundesliga,Matchweek 6,Home,L 1–2,Köln,Bayern Munich,Y*,GK,90,3,2,2,66.7,0,1.4,1,1,0,0,13,25,52,33,1,57.6,42.1,11,54.5,45.1,6,0,0,1,11
6/11/20,Timo Horn,Bundesliga,Matchweek 7,Away,D 1–1,Köln,Werder Bremen,Y*,GK,39,1,0,1,100,0,0.7,0,0,0,0,1,1,100,9,3,11.1,23.9,2,0,22.5,2,0,0,0,9
22/11/20,Timo Horn,Bundesliga,Matchweek 8,Home,L 1–2,Köln,Union Berlin,Y*,GK,90,2,2,0,0,0,1.8,1,0,1,0,5,13,38.5,33,8,36.4,36.3,1,100,69,14,0,0,0,9.8
28/11/20,Timo Horn,Bundesliga,Matchweek 9,Away,W 2–1,Köln,Dortmund,Y*,GK,90,4,1,3,75,0,1.3,0,0,0,0,12,30,40,26,2,76.9,53.8,11,90.9,64.5,8,0,0,0,9
5/12/20,Timo Horn,Bundesliga,Matchweek 10,Home,D 2–2,Köln,Wolfsburg,Y*,GK,90,6,2,4,66.7,0,1.3,0,0,0,0,15,27,55.6,25,1,80,55.2,9,77.8,56.8,8,1,12.5,1,11.2
12/12/20,Timo Horn,Bundesliga,Matchweek 11,Away,W 1–0,Köln,Mainz 05,Y*,GK,90,4,0,4,100,1,0.8,0,0,0,0,11,27,40.7,34,4,55.9,46.3,11,72.7,51.1,13,0,0,1,15.1
16/12/20,Timo Horn,Bundesliga,Matchweek 12,Home,L 0–4,Köln,Leverkusen,Y*,GK,90,7,4,3,42.9,0,2.3,0,0,0,0,6,10,60,22,1,45.5,36.7,4,0,27,8,0,0,0,14.5
19/12/20,Timo Horn,Bundesliga,Matchweek 13,Away,D 0–0,Köln,RB Leipzig,Y*,GK,90,6,0,6,100,1,0.7,0,0,0,0,17,35,48.6,52,2,55.8,43,10,60,43.6,9,0,0,0,7.2
2/1/21,Timo Horn,Bundesliga,Matchweek 14,Home,L 0–1,Köln,Augsburg,Y*,GK,90,5,1,4,80,0,1.3,0,0,0,0,11,19,57.9,34,4,52.9,42.1,3,33.3,40.3,7,1,14.3,1,18.8
9/1/21,Timo Horn,Bundesliga,Matchweek 15,Away,L 0–5,Köln,Freiburg,Y,GK,90,6,5,1,16.7,0,4.1,0,0,0,0,13,29,44.8,43,1,53.5,39.5,6,100,72.3,7,0,0,2,23
16/1/21,Timo Horn,Bundesliga,Matchweek 16,Home,D 0–0,Köln,Hertha BSC,Y,GK,90,3,0,3,100,1,0.5,0,0,0,0,11,23,47.8,36,5,47.2,39,8,75,51,8,0,0,0,11
20/1/21,Timo Horn,Bundesliga,Matchweek 17,Away,W 2–1,Köln,Schalke 04,Y,GK,90,6,1,5,83.3,0,0.7,0,0,0,0,5,20,25,30,5,60,45.4,4,50,47.3,5,0,0,1,12.8
24/1/21,Timo Horn,Bundesliga,Matchweek 18,Away,L 0–3,Köln,Hoffenheim,Y,GK,90,2,3,1,50,0,2.3,2,2,0,0,2,4,50,20,6,15,30.6,8,12.5,26.6,5,1,20,0,15.8
31/1/21,Timo Horn,Bundesliga,Matchweek 19,Home,W 3–1,Köln,Arminia,Y*,GK,90,3,1,2,66.7,0,1.4,0,0,0,0,10,25,40,31,4,58.1,44.8,9,77.8,53,10,2,20,0,9.8
6/2/21,Timo Horn,Bundesliga,Matchweek 20,Away,W 2–1,Köln,M'Gladbach,Y*,GK,90,2,1,1,50,0,0.7,0,0,0,0,10,26,38.5,44,2,59.1,44.7,4,0,14.5,17,1,5.9,0,12.2
14/2/21,Timo Horn,Bundesliga,Matchweek 21,Away,L 0–2,Köln,Eint Frankfurt,Y*,GK,90,7,2,5,71.4,0,2.9,0,0,0,0,12,20,60,39,7,46.2,37.8,6,33.3,35.2,11,0,0,0,11.6
20/2/21,Timo Horn,Bundesliga,Matchweek 22,Home,L 0–1,Köln,Stuttgart,Y*,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,3,10,30,47,4,19.1,31.1,5,20,26.6,3,0,0,0,10.4
27/2/21,Timo Horn,Bundesliga,Matchweek 23,Away,L 1–5,Köln,Bayern Munich,Y*,GK,90,7,5,2,28.6,0,3.3,0,0,0,0,7,15,46.7,40,3,35,33.4,8,12.5,24.5,6,0,0,3,16.6
7/3/21,Timo Horn,Bundesliga,Matchweek 24,Home,D 1–1,Köln,Werder Bremen,Y*,GK,90,5,1,4,80,0,1,0,0,0,0,5,12,41.7,29,4,37.9,36.2,4,25,39.5,10,0,0,1,18.8
13/3/21,Timo Horn,Bundesliga,Matchweek 25,Away,L 1–2,Köln,Union Berlin,Y,GK,90,6,2,5,83.3,0,2.4,1,1,0,0,3,10,30,33,2,30.3,34.5,3,0,21.7,10,0,0,0,8
20/3/21,Timo Horn,Bundesliga,Matchweek 26,Home,D 2–2,Köln,Dortmund,Y,GK,90,4,2,2,50,0,1.5,0,0,0,0,8,19,42.1,27,4,51.9,39.5,8,62.5,48.9,10,1,10,0,10.4
3/4/21,Timo Horn,Bundesliga,Matchweek 27,Away,L 0–1,Köln,Wolfsburg,Y,GK,90,5,1,4,80,0,0.9,0,0,0,0,5,15,33.3,32,5,40.6,38.6,8,25,26.1,14,0,0,0,10.2
11/4/21,Timo Horn,Bundesliga,Matchweek 28,Home,L 2–3,Köln,Mainz 05,Y,GK,90,5,3,2,40,0,2.2,0,0,0,0,9,14,64.3,40,5,32.5,36.7,4,25,25.5,5,0,0,4,25.8
17/4/21,Timo Horn,Bundesliga,Matchweek 29,Away,L 0–3,Köln,Leverkusen,Y,GK,90,5,3,2,40,0,2.7,0,0,0,0,2,7,28.6,37,2,18.9,25.3,3,0,17.3,4,0,0,0,17
20/4/21,Timo Horn,Bundesliga,Matchweek 30,Home,W 2–1,Köln,RB Leipzig,Y,GK,90,6,1,5,83.3,0,1.1,0,0,0,0,10,26,38.5,28,0,71.4,53.8,14,42.9,41.6,11,0,0,1,11.6
23/4/21,Timo Horn,Bundesliga,Matchweek 31,Away,W 3–2,Köln,Augsburg,Y,GK,90,3,2,1,33.3,0,1.6,0,0,0,0,7,19,36.8,39,2,46.2,41.6,5,20,23.2,14,0,0,0,10.8
9/5/21,Timo Horn,Bundesliga,Matchweek 32,Home,L 1–4,Köln,Freiburg,Y,GK,90,6,4,2,33.3,0,2.7,0,0,0,0,10,19,52.6,34,4,41.2,37.5,7,71.4,45.4,5,0,0,0,13.8
15/5/21,Timo Horn,Bundesliga,Matchweek 33,Away,D 0–0,Köln,Hertha BSC,Y*,GK,90,1,0,1,100,1,0,0,0,0,0,2,2,100,19,5,5.3,21.1,5,20,24.2,3,0,0,1,11.4
19/9/20,Yann Sommer,Bundesliga,Matchweek 1,Away,L 0–3,M'Gladbach,Dortmund,Y,GK,90,3,3,1,33.3,0,2.3,1,1,0,0,1,2,50,23,2,8.7,24.5,6,0,16.8,4,0,0,0,10
26/9/20,Yann Sommer,Bundesliga,Matchweek 2,Home,D 1–1,M'Gladbach,Union Berlin,Y,GK,90,2,1,1,50,0,0.3,0,0,0,0,4,7,57.1,26,4,23.1,26.4,7,14.3,20.7,7,1,14.3,1,18.5
3/10/20,Yann Sommer,Bundesliga,Matchweek 3,Away,W 3–1,M'Gladbach,Köln,Y,GK,90,2,1,1,50,0,0.1,0,0,0,0,7,17,41.2,57,6,28.1,32.5,6,16.7,24.3,8,1,12.5,2,19.3
17/10/20,Yann Sommer,Bundesliga,Matchweek 4,Home,D 1–1,M'Gladbach,Wolfsburg,Y,GK,90,5,1,4,80,0,1.2,0,0,0,0,5,12,41.7,29,6,37.9,35.3,6,16.7,17.8,8,1,12.5,0,12
24/10/20,Yann Sommer,Bundesliga,Matchweek 5,Away,W 3–2,M'Gladbach,Mainz 05,Y,GK,90,6,2,4,66.7,0,2.2,0,0,0,0,3,10,30,32,4,31.3,34,4,0,14.8,10,0,0,0,13
31/10/20,Yann Sommer,Bundesliga,Matchweek 6,Home,W 1–0,M'Gladbach,RB Leipzig,Y*,GK,90,3,0,3,100,1,0.8,0,0,0,0,8,19,42.1,39,4,35.9,36.1,13,38.5,38.1,9,2,22.2,0,11.8
8/11/20,Yann Sommer,Bundesliga,Matchweek 7,Away,L 3–4,M'Gladbach,Leverkusen,Y,GK,90,4,4,0,0,0,2.5,0,0,0,0,2,10,20,30,2,30,29.9,8,12.5,20.8,8,0,0,0,12.5
21/11/20,Yann Sommer,Bundesliga,Matchweek 8,Home,D 1–1,M'Gladbach,Augsburg,Y,GK,90,5,1,4,80,0,1.4,0,0,0,0,3,12,25,37,4,29.7,31.1,4,25,36.3,9,0,0,0,8
28/11/20,Yann Sommer,Bundesliga,Matchweek 9,Home,W 4–1,M'Gladbach,Schalke 04,Y*,GK,90,2,1,1,50,0,0.9,0,0,0,0,6,12,50,40,2,25,30.4,7,28.6,25.6,4,1,25,0,9.5
5/12/20,Yann Sommer,Bundesliga,Matchweek 10,Away,D 2–2,M'Gladbach,Freiburg,Y,GK,90,6,2,5,83.3,0,1.9,1,1,0,0,10,17,58.8,44,6,34.1,33.6,12,16.7,23.4,7,0,0,0,7.2
15/12/20,Yann Sommer,Bundesliga,Matchweek 12,Away,D 3–3,M'Gladbach,Eint Frankfurt,Y,GK,90,2,3,0,0,0,2.2,1,1,0,0,14,24,58.3,47,6,46.8,35.9,6,33.3,33.8,6,1,16.7,0,11.8
