Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
30/1/21,Andreas Luthe,Bundesliga,Matchweek 19,Home,D 1–1,Union Berlin,M'Gladbach,Y,GK,68,3,1,2,66.7,0,0.6,0,0,0,0,10,19,52.6,25,1,56,41.6,7,71.4,47,7,2,28.6,0,14
6/2/21,Andreas Luthe,Bundesliga,Matchweek 20,Away,L 0–1,Union Berlin,Mainz 05,Y,GK,90,4,1,4,100,0,1.2,1,1,0,0,8,24,33.3,39,4,46.2,40.1,7,85.7,53.4,5,0,0,1,13.9
7/3/21,Andreas Luthe,Bundesliga,Matchweek 24,Away,D 0–0,Union Berlin,Arminia,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,3,8,37.5,34,6,20.6,28.7,1,100,64,7,0,0,1,14.7
13/3/21,Andreas Luthe,Bundesliga,Matchweek 25,Home,W 2–1,Union Berlin,Köln,Y,GK,90,4,1,4,100,0,1.2,1,1,0,0,9,22,40.9,27,4,70.4,49.6,3,100,62.3,10,3,30,0,13
20/3/21,Andreas Luthe,Bundesliga,Matchweek 26,Away,L 2–5,Union Berlin,Eint Frankfurt,Y,GK,90,5,5,1,0,0,2.3,0,0,0,0,5,14,35.7,35,4,28.6,30.2,6,66.7,42,9,2,22.2,2,24.7
4/4/21,Andreas Luthe,Bundesliga,Matchweek 27,Home,D 1–1,Union Berlin,Hertha BSC,Y,GK,90,0,1,0,,0,1,1,1,0,0,3,8,37.5,23,2,26.1,31.1,4,50,38.3,3,0,0,0,17.7
10/4/21,Andreas Luthe,Bundesliga,Matchweek 28,Away,D 1–1,Union Berlin,Bayern Munich,Y,GK,90,2,1,1,50,0,1,0,0,0,0,10,20,50,42,3,35.7,34.1,13,38.5,34,5,0,0,0,11
17/4/21,Andreas Luthe,Bundesliga,Matchweek 29,Home,W 2–1,Union Berlin,Stuttgart,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,9,24,37.5,43,3,46.5,40.8,5,80,49.8,6,0,0,2,14.9
21/4/21,Andreas Luthe,Bundesliga,Matchweek 30,Away,L 0–2,Union Berlin,Dortmund,Y,GK,90,9,2,7,77.8,0,2.8,1,0,1,0,8,11,72.7,29,3,24.1,32.4,12,33.3,30.8,6,1,16.7,0,10.8
24/4/21,Andreas Luthe,Bundesliga,Matchweek 31,Home,W 3–1,Union Berlin,Werder Bremen,Y,GK,90,5,1,4,80,0,1,0,0,0,0,12,20,60,27,1,63,49.6,5,60,42.8,6,0,0,0,7.3
8/5/21,Andreas Luthe,Bundesliga,Matchweek 32,Away,L 0–3,Union Berlin,Wolfsburg,Y,GK,90,8,3,5,62.5,0,3.3,0,0,0,0,9,11,81.8,21,2,33.3,34.8,8,50,36,8,0,0,1,20
15/5/21,Andreas Luthe,Bundesliga,Matchweek 33,Away,D 1–1,Union Berlin,Leverkusen,Y,GK,90,4,1,2,75,0,1,0,0,0,0,4,8,50,33,4,12.1,28.7,7,57.1,44.6,11,0,0,0,15.5
18/9/20,Manuel Neuer,Bundesliga,Matchweek 1,Home,W 8–0,Bayern Munich,Schalke 04,Y*,GK,90,1,0,1,100,1,0,0,0,0,0,1,2,50,37,6,5.4,24.2,1,0,25,3,0,0,0,15.8
27/9/20,Manuel Neuer,Bundesliga,Matchweek 2,Away,L 1–4,Bayern Munich,Hoffenheim,Y*,GK,90,7,4,3,57.1,0,5.1,1,1,0,0,4,7,57.1,25,6,24,30,6,16.7,30,7,0,0,0,13.3
4/10/20,Manuel Neuer,Bundesliga,Matchweek 3,Home,W 4–3,Bayern Munich,Hertha BSC,Y*,GK,90,5,3,2,40,0,2.3,0,0,0,0,4,4,100,18,2,16.7,26.9,5,20,33,12,0,0,0,12
17/10/20,Manuel Neuer,Bundesliga,Matchweek 4,Away,W 4–1,Bayern Munich,Arminia,Y*,GK,90,5,1,4,80,0,1.9,0,0,0,0,8,10,80,37,7,27,31.5,4,0,27,0,0,,0,8
24/10/20,Manuel Neuer,Bundesliga,Matchweek 5,Home,W 5–0,Bayern Munich,Eint Frankfurt,Y*,GK,90,2,0,2,100,1,0.2,0,0,0,0,12,19,63.2,55,12,32.7,30.7,7,14.3,22.3,10,0,0,0,13.1
31/10/20,Manuel Neuer,Bundesliga,Matchweek 6,Away,W 2–1,Bayern Munich,Köln,Y*,GK,90,2,1,1,50,0,1.4,0,0,0,0,2,5,40,29,7,13.8,29,5,20,37.8,11,0,0,1,18.8
7/11/20,Manuel Neuer,Bundesliga,Matchweek 7,Away,W 3–2,Bayern Munich,Dortmund,Y*,GK,90,5,2,3,60,0,2.5,0,0,0,0,14,25,56,50,7,42,37.3,8,50,40,9,0,0,3,14.9
21/11/20,Manuel Neuer,Bundesliga,Matchweek 8,Home,D 1–1,Bayern Munich,Werder Bremen,Y*,GK,90,4,1,3,75,0,1.9,0,0,0,0,6,7,85.7,16,2,25,30.6,4,75,44,5,0,0,1,18.3
28/11/20,Manuel Neuer,Bundesliga,Matchweek 9,Away,W 3–1,Bayern Munich,Stuttgart,Y*,GK,90,5,1,4,80,0,1.6,0,0,0,0,12,19,63.2,41,6,36.6,34.1,10,40,35.5,9,1,11.1,0,14.3
5/12/20,Manuel Neuer,Bundesliga,Matchweek 10,Home,D 3–3,Bayern Munich,RB Leipzig,Y*,GK,90,4,3,1,25,0,2,0,0,0,0,6,12,50,36,5,30.6,33.2,4,25,26.5,6,0,0,6,23.2
12/12/20,Manuel Neuer,Bundesliga,Matchweek 11,Away,D 1–1,Bayern Munich,Union Berlin,Y*,GK,90,5,1,4,80,0,1.8,0,0,0,0,10,14,71.4,37,6,24.3,30.3,7,71.4,45.9,8,0,0,2,15.9
16/12/20,Manuel Neuer,Bundesliga,Matchweek 12,Home,W 2–1,Bayern Munich,Wolfsburg,Y*,GK,90,6,1,5,83.3,0,1.4,0,0,0,0,15,21,71.4,38,7,52.6,38.4,7,14.3,22.9,9,1,11.1,0,12.2
19/12/20,Manuel Neuer,Bundesliga,Matchweek 13,Away,W 2–1,Bayern Munich,Leverkusen,Y*,GK,90,3,1,2,66.7,0,0.2,0,0,0,0,10,22,45.5,62,9,33.9,31,8,12.5,27,10,0,0,4,18.1
3/1/21,Manuel Neuer,Bundesliga,Matchweek 14,Home,W 5–2,Bayern Munich,Mainz 05,Y*,GK,90,6,2,4,66.7,0,0.8,0,0,0,0,12,15,80,43,6,32.6,31.9,3,33.3,38.7,2,0,0,3,20.3
8/1/21,Manuel Neuer,Bundesliga,Matchweek 15,Away,L 2–3,Bayern Munich,M'Gladbach,Y*,GK,90,4,3,1,25,0,2.1,0,0,0,0,8,13,61.5,45,4,28.9,30.4,3,0,18.3,3,0,0,2,18.2
17/1/21,Manuel Neuer,Bundesliga,Matchweek 16,Home,W 2–1,Bayern Munich,Freiburg,Y*,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,10,16,62.5,33,4,42.4,34.4,4,50,37.8,11,0,0,0,7.7
20/1/21,Manuel Neuer,Bundesliga,Matchweek 17,Away,W 1–0,Bayern Munich,Augsburg,Y*,GK,90,0,0,0,,1,0,1,0,0,1,6,9,66.7,19,5,36.8,30.2,10,20,25,4,1,25,2,16.4
24/1/21,Manuel Neuer,Bundesliga,Matchweek 18,Away,W 4–0,Bayern Munich,Schalke 04,Y*,GK,90,4,0,4,100,1,1,0,0,0,0,5,6,83.3,17,5,23.5,29.4,10,20,27.4,5,0,0,1,15.3
30/1/21,Manuel Neuer,Bundesliga,Matchweek 19,Home,W 4–1,Bayern Munich,Hoffenheim,Y*,GK,90,5,1,4,80,0,1.9,0,0,0,0,8,11,72.7,31,4,35.5,33.9,5,0,25.2,8,0,0,0,14.5
5/2/21,Manuel Neuer,Bundesliga,Matchweek 20,Away,W 1–0,Bayern Munich,Hertha BSC,Y*,GK,90,7,0,7,100,1,1.3,0,0,0,0,6,8,75,30,6,26.7,30.4,6,0,17.5,4,0,0,2,32
15/2/21,Manuel Neuer,Bundesliga,Matchweek 21,Home,D 3–3,Bayern Munich,Arminia,Y*,GK,90,3,3,0,0,0,2.1,0,0,0,0,4,5,80,29,3,17.2,25,3,0,16.3,1,0,0,1,15
20/2/21,Manuel Neuer,Bundesliga,Matchweek 22,Away,L 1–2,Bayern Munich,Eint Frankfurt,Y*,GK,90,4,2,2,50,0,1.5,0,0,0,0,6,13,46.2,39,8,30.8,31.5,7,14.3,27.3,8,0,0,1,12.3
27/2/21,Manuel Neuer,Bundesliga,Matchweek 23,Home,W 5–1,Bayern Munich,Köln,Y*,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,7,10,70,33,4,27.3,29.2,4,25,23.3,5,0,0,5,24.7
6/3/21,Manuel Neuer,Bundesliga,Matchweek 24,Home,W 4–2,Bayern Munich,Dortmund,Y*,GK,90,3,2,1,33.3,0,0.9,0,0,0,0,3,4,75,27,3,14.8,25.8,1,0,13,2,0,0,0,11.5
13/3/21,Manuel Neuer,Bundesliga,Matchweek 25,Away,W 3–1,Bayern Munich,Werder Bremen,Y*,GK,90,4,1,3,75,0,0.9,0,0,0,0,5,6,83.3,21,5,28.6,30.8,3,0,30,4,0,0,0,8
20/3/21,Manuel Neuer,Bundesliga,Matchweek 26,Home,W 4–0,Bayern Munich,Stuttgart,Y*,GK,90,5,0,5,100,1,0.7,0,0,0,0,9,27,33.3,45,8,55.6,42.3,6,33.3,36.3,14,1,7.1,1,20.2
3/4/21,Manuel Neuer,Bundesliga,Matchweek 27,Away,W 1–0,Bayern Munich,RB Leipzig,Y*,GK,90,2,0,2,100,1,0.1,0,0,0,0,12,22,54.5,47,4,38.3,38.4,11,36.4,36.5,11,1,9.1,0,9.7
10/4/21,Manuel Neuer,Bundesliga,Matchweek 28,Home,D 1–1,Bayern Munich,Union Berlin,Y*,GK,90,2,1,1,50,0,1.1,0,0,0,0,4,8,50,28,5,28.6,31.2,5,0,13.4,10,0,0,1,22.3
17/4/21,Manuel Neuer,Bundesliga,Matchweek 29,Away,W 3–2,Bayern Munich,Wolfsburg,Y*,GK,90,3,2,1,33.3,0,2,0,0,0,0,10,22,45.5,42,6,47.6,38.9,9,22.2,30.7,8,0,0,0,14.8
20/4/21,Manuel Neuer,Bundesliga,Matchweek 30,Home,W 2–0,Bayern Munich,Leverkusen,Y*,GK,90,4,0,4,100,1,0.5,0,0,0,0,7,8,87.5,29,7,27.6,29.9,5,0,20.6,7,0,0,1,15.7
24/4/21,Manuel Neuer,Bundesliga,Matchweek 31,Away,L 1–2,Bayern Munich,Mainz 05,Y*,GK,90,4,2,1,50,0,0.6,0,0,0,0,7,12,58.3,35,6,31.4,31.9,2,50,38,5,0,0,1,16.4
8/5/21,Manuel Neuer,Bundesliga,Matchweek 32,Home,W 6–0,Bayern Munich,M'Gladbach,Y*,GK,90,3,0,3,100,1,0.7,0,0,0,0,2,5,40,30,9,16.7,28.6,9,0,19.4,10,1,10,1,11.7
13/2/21,Niklas Lomb,Bundesliga,Matchweek 21,Home,D 2–2,Leverkusen,Mainz 05,N,GK,45,5,2,3,60,0,1.7,0,0,0,0,1,10,10,22,3,36.4,36.9,2,100,63.5,11,1,9.1,0,10
21/2/21,Niklas Lomb,Bundesliga,Matchweek 22,Away,D 1–1,Leverkusen,Augsburg,Y,GK,90,3,1,2,66.7,0,1.4,0,0,0,0,4,7,57.1,31,10,19.4,25.9,5,20,27.6,1,0,0,1,15.3
19/9/20,Roman Bürki,Bundesliga,Matchweek 1,Home,W 3–0,Dortmund,M'Gladbach,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,3,10,30,23,5,34.8,31.5,6,33.3,36.5,7,0,0,0,9.6
26/9/20,Roman Bürki,Bundesliga,Matchweek 2,Away,L 0–2,Dortmund,Augsburg,Y,GK,90,4,2,2,50,0,1.5,0,0,0,0,3,5,60,23,5,21.7,29,5,0,22.4,5,0,0,0,18
24/10/20,Roman Bürki,Bundesliga,Matchweek 5,Home,W 3–0,Dortmund,Schalke 04,Y,GK,90,0,0,0,,1,0,0,0,0,0,1,6,16.7,24,1,25,31.4,2,0,17.5,0,0,,0,13
31/10/20,Roman Bürki,Bundesliga,Matchweek 6,Away,W 2–0,Dortmund,Arminia,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,5,11,45.5,29,3,31,35.7,4,50,45.5,2,0,0,0,17
7/11/20,Roman Bürki,Bundesliga,Matchweek 7,Home,L 2–3,Dortmund,Bayern Munich,Y,GK,90,7,3,4,57.1,0,1.9,0,0,0,0,3,11,27.3,23,6,43.5,35.9,6,16.7,22.7,13,2,15.4,0,9.5
21/11/20,Roman Bürki,Bundesliga,Matchweek 8,Away,W 5–2,Dortmund,Hertha BSC,Y,GK,90,2,2,1,50,0,1,1,1,0,0,2,7,28.6,18,5,38.9,38.5,3,0,13.7,5,0,0,0,6.8
28/11/20,Roman Bürki,Bundesliga,Matchweek 9,Home,L 1–2,Dortmund,Köln,Y,GK,90,5,2,3,60,0,2,0,0,0,0,2,3,66.7,19,8,15.8,22.2,2,0,24.5,4,1,25,0,16.8
5/12/20,Roman Bürki,Bundesliga,Matchweek 10,Away,D 1–1,Dortmund,Eint Frankfurt,Y,GK,90,1,1,0,0,0,0.3,0,0,0,0,4,14,28.6,32,4,34.4,31.3,7,42.9,35.6,7,0,0,0,13
12/12/20,Roman Bürki,Bundesliga,Matchweek 11,Home,L 1–5,Dortmund,Stuttgart,Y,GK,90,9,5,5,55.6,0,4.1,1,1,0,0,7,11,63.6,28,4,32.1,32.3,4,50,44.3,7,0,0,2,18.3
15/12/20,Roman Bürki,Bundesliga,Matchweek 12,Away,W 2–1,Dortmund,Werder Bremen,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,1,10,10,23,5,34.8,35.3,7,28.6,31,8,0,0,1,23.8
18/12/20,Roman Bürki,Bundesliga,Matchweek 13,Away,L 1–2,Dortmund,Union Berlin,Y,GK,90,5,2,3,60,0,1.9,0,0,0,0,3,9,33.3,31,7,16.1,25.8,6,66.7,44.2,3,0,0,1,13.3
3/1/21,Roman Bürki,Bundesliga,Matchweek 14,Home,W 2–0,Dortmund,Wolfsburg,Y,GK,90,5,0,5,100,1,0.4,0,0,0,0,12,18,66.7,34,7,38.2,36,12,41.7,36.4,14,0,0,0,5
9/1/21,Roman Bürki,Bundesliga,Matchweek 15,Away,W 3–1,Dortmund,RB Leipzig,Y,GK,90,4,1,3,75,0,1.2,0,0,0,0,12,18,66.7,27,4,40.7,34.6,11,63.6,46,8,1,12.5,0,14
16/1/21,Roman Bürki,Bundesliga,Matchweek 16,Home,D 1–1,Dortmund,Mainz 05,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,6,7,85.7,27,7,25.9,30.9,4,0,24.8,5,3,60,0,12.8
19/1/21,Roman Bürki,Bundesliga,Matchweek 17,Away,L 1–2,Dortmund,Leverkusen,Y,GK,90,13,2,11,84.6,0,1.7,0,0,0,0,5,15,33.3,47,11,27.7,32.1,5,40,45.8,6,0,0,0,11.4
22/1/21,Roman Bürki,Bundesliga,Matchweek 18,Away,L 2–4,Dortmund,M'Gladbach,Y,GK,90,7,4,3,42.9,0,2.2,0,0,0,0,3,7,42.9,34,4,14.7,25.4,3,66.7,52,0,0,,1,13
8/5/21,Roman Bürki,Bundesliga,Matchweek 32,Home,W 3–2,Dortmund,RB Leipzig,N,GK,45,6,2,4,66.7,0,1.5,0,0,0,0,3,10,30,16,9,37.5,38.1,5,80,52.8,7,2,28.6,0,6.3
16/5/21,Roman Bürki,Bundesliga,Matchweek 33,Away,W 3–1,Dortmund,Mainz 05,Y,GK,90,5,1,5,100,0,1.9,1,1,0,0,9,14,64.3,23,4,47.8,42.7,8,37.5,44.8,11,0,0,1,16.7
6/11/20,Ron-Robert Zieler,Bundesliga,Matchweek 7,Away,D 1–1,Köln,Werder Bremen,N,GK,51,2,1,2,100,0,0.7,1,1,0,0,6,11,54.5,17,4,35.3,35,6,83.3,49.7,10,0,0,0,11.8
9/5/21,Mark Flekken,Bundesliga,Matchweek 32,Away,W 4–1,Freiburg,Köln,Y,GK,90,2,1,1,50,0,0.9,1,0,0,1,11,27,40.7,35,2,51.4,47.8,9,100,78.2,11,0,0,0,13.5
15/5/21,Mark Flekken,Bundesliga,Matchweek 33,Home,D 2–2,Freiburg,Bayern Munich,Y,GK,90,5,2,4,80,0,2.8,1,1,0,0,9,15,60,32,4,34.4,37.3,7,57.1,52,9,0,0,0,6.3
20/9/20,Lukáš Hrádecký,Bundesliga,Matchweek 1,Away,D 0–0,Leverkusen,Wolfsburg,Y,GK,90,1,0,1,100,1,0.6,0,0,0,0,4,11,36.4,39,7,23.1,29.4,6,33.3,34.8,7,0,0,1,18.8
26/9/20,Lukáš Hrádecký,Bundesliga,Matchweek 2,Home,D 1–1,Leverkusen,RB Leipzig,Y,GK,90,2,1,1,50,0,0.7,0,0,0,0,8,15,53.3,36,3,38.9,35,4,25,27,7,1,14.3,2,20
3/10/20,Lukáš Hrádecký,Bundesliga,Matchweek 3,Away,D 1–1,Leverkusen,Stuttgart,Y,GK,90,2,1,1,50,0,0.8,0,0,0,0,10,24,41.7,39,3,41,35.5,11,72.7,43.5,8,0,0,2,19.1
17/10/20,Lukáš Hrádecký,Bundesliga,Matchweek 4,Away,W 1–0,Leverkusen,Mainz 05,Y,GK,90,0,0,0,,1,0,0,0,0,0,9,18,50,44,6,36.4,35.9,7,28.6,29.3,8,1,12.5,2,18.6
26/10/20,Lukáš Hrádecký,Bundesliga,Matchweek 5,Home,W 3–1,Leverkusen,Augsburg,Y,GK,90,3,1,2,66.7,0,0.2,0,0,0,0,6,18,33.3,40,7,40,36.7,5,40,33.8,5,0,0,1,20
1/11/20,Lukáš Hrádecký,Bundesliga,Matchweek 6,Away,W 4–2,Leverkusen,Freiburg,Y,GK,90,5,2,3,60,0,1.3,0,0,0,0,5,27,18.5,61,5,41,40,5,40,44.4,5,0,0,1,14.8
8/11/20,Lukáš Hrádecký,Bundesliga,Matchweek 7,Home,W 4–3,Leverkusen,M'Gladbach,Y,GK,90,5,3,3,60,0,3.2,1,1,0,0,5,19,26.3,59,5,27.1,31,5,60,40.6,4,1,25,1,17.1
21/11/20,Lukáš Hrádecký,Bundesliga,Matchweek 8,Away,W 2–1,Leverkusen,Arminia,Y,GK,90,0,1,0,,0,0,0,0,0,0,8,19,42.1,45,3,42.2,38.4,2,0,24,5,1,20,2,19.5
29/11/20,Lukáš Hrádecký,Bundesliga,Matchweek 9,Home,D 0–0,Leverkusen,Hertha BSC,Y,GK,90,3,0,3,100,1,0.7,0,0,0,0,9,20,45,46,4,41.3,34.8,4,25,21,6,1,16.7,2,25.7
6/12/20,Lukáš Hrádecký,Bundesliga,Matchweek 10,Away,W 3–0,Leverkusen,Schalke 04,Y,GK,90,3,0,3,100,1,1.1,1,0,1,0,13,24,54.2,47,6,44.7,39.4,4,75,55.8,7,0,0,1,16.7
13/12/20,Lukáš Hrádecký,Bundesliga,Matchweek 11,Home,W 4–1,Leverkusen,Hoffenheim,Y,GK,90,4,1,3,75,0,1.5,0,0,0,0,5,20,25,46,3,32.6,32.3,7,71.4,42.7,7,0,0,0,16
16/12/20,Lukáš Hrádecký,Bundesliga,Matchweek 12,Away,W 4–0,Leverkusen,Köln,Y,GK,90,1,0,1,100,1,0.8,0,0,0,0,4,9,44.4,39,6,17.9,24.9,5,40,41.4,8,0,0,0,14.3
19/12/20,Lukáš Hrádecký,Bundesliga,Matchweek 13,Home,L 1–2,Leverkusen,Bayern Munich,Y,GK,90,3,2,1,33.3,0,1.1,0,0,0,0,8,22,36.4,50,9,42,36.3,7,14.3,23.6,9,1,11.1,2,15.3
2/1/21,Lukáš Hrádecký,Bundesliga,Matchweek 14,Away,L 1–2,Leverkusen,Eint Frankfurt,Y,GK,90,4,2,3,50,0,1.1,0,0,0,0,6,16,37.5,42,5,38.1,35.9,6,0,16.2,11,1,9.1,1,15.5
9/1/21,Lukáš Hrádecký,Bundesliga,Matchweek 15,Home,D 1–1,Leverkusen,Werder Bremen,Y,GK,90,1,1,0,0,0,0.8,0,0,0,0,1,4,25,27,2,11.1,27.1,4,25,33,3,0,0,1,25
15/1/21,Lukáš Hrádecký,Bundesliga,Matchweek 16,Away,L 0–1,Leverkusen,Union Berlin,Y,GK,90,3,1,2,66.7,0,0.4,0,0,0,0,8,15,53.3,41,8,31.7,32,7,28.6,38.9,4,0,0,0,5
19/1/21,Lukáš Hrádecký,Bundesliga,Matchweek 17,Home,W 2–1,Leverkusen,Dortmund,Y,GK,90,2,1,1,50,0,0.4,0,0,0,0,6,24,25,51,7,41.2,35.9,6,50,33.2,5,0,0,2,18.1
23/1/21,Lukáš Hrádecký,Bundesliga,Matchweek 18,Home,L 0–1,Leverkusen,Wolfsburg,Y,GK,90,4,1,3,75,0,0.9,0,0,0,0,5,9,55.6,40,7,20,27,7,14.3,33.4,5,1,20,0,15.3
30/1/21,Lukáš Hrádecký,Bundesliga,Matchweek 19,Away,L 0–1,Leverkusen,RB Leipzig,Y,GK,90,2,1,1,50,0,0.7,0,0,0,0,9,23,39.1,58,10,39.7,34.6,7,0,21,6,1,16.7,1,15.8
6/2/21,Lukáš Hrádecký,Bundesliga,Matchweek 20,Home,W 5–2,Leverkusen,Stuttgart,Y,GK,90,7,2,5,71.4,0,2.4,0,0,0,0,16,27,59.3,49,5,49,39.7,3,100,66.3,2,0,0,2,22.3
13/2/21,Lukáš Hrádecký,Bundesliga,Matchweek 21,Home,D 2–2,Leverkusen,Mainz 05,Y,GK,45,0,0,0,,0,0,0,0,0,0,2,6,33.3,23,6,21.7,31.4,4,25,30.8,2,0,0,0,10.6
3/4/21,Lukáš Hrádecký,Bundesliga,Matchweek 27,Home,W 2–1,Leverkusen,Schalke 04,Y,GK,90,2,1,1,50,0,0.4,0,0,0,0,9,20,45,48,7,37.5,37.3,5,40,37.2,10,1,10,2,15.3
12/4/21,Lukáš Hrádecký,Bundesliga,Matchweek 28,Away,D 0–0,Leverkusen,Hoffenheim,Y,GK,90,0,0,0,,1,0,0,0,0,0,9,13,69.2,37,5,35.1,35.8,3,0,14,12,2,16.7,2,16.8
17/4/21,Lukáš Hrádecký,Bundesliga,Matchweek 29,Home,W 3–0,Leverkusen,Köln,Y,GK,90,2,0,2,100,1,0.7,0,0,0,0,9,18,50,34,5,41.2,36.8,11,36.4,32.3,15,1,6.7,1,15
20/4/21,Lukáš Hrádecký,Bundesliga,Matchweek 30,Away,L 0–2,Leverkusen,Bayern Munich,Y,GK,90,9,2,7,77.8,0,3,0,0,0,0,6,11,54.5,32,11,34.4,33.6,10,0,15.5,9,3,33.3,0,12.6
24/4/21,Lukáš Hrádecký,Bundesliga,Matchweek 31,Home,W 3–1,Leverkusen,Eint Frankfurt,Y,GK,90,4,1,3,75,0,2,0,0,0,0,10,21,47.6,45,7,37.8,36.4,6,66.7,44.2,10,1,10,0,13.8
8/5/21,Lukáš Hrádecký,Bundesliga,Matchweek 32,Away,D 0–0,Leverkusen,Werder Bremen,Y,GK,90,1,0,1,100,1,0,0,0,0,0,6,14,42.9,30,10,30,32.3,11,45.5,35.1,12,3,25,1,15
15/5/21,Lukáš Hrádecký,Bundesliga,Matchweek 33,Home,D 1–1,Leverkusen,Union Berlin,Y,GK,90,6,1,5,83.3,0,0.8,0,0,0,0,9,30,30,44,11,54.5,42.8,8,75,50.8,15,1,6.7,1,11
15/5/21,Alexander Nübel,Bundesliga,Matchweek 33,Away,D 2–2,Bayern Munich,Freiburg,Y,GK,90,4,2,2,50,0,1.9,0,0,0,0,1,3,33.3,27,2,11.1,26.7,8,0,28.1,10,0,0,0,9.5
20/9/20,Péter Gulácsi,Bundesliga,Matchweek 1,Home,W 3–1,RB Leipzig,Mainz 05,Y*,GK,90,1,1,0,0,0,0.5,0,0,0,0,3,4,75,34,2,11.8,25.9,4,0,17,5,0,0,1,12.4
26/9/20,Péter Gulácsi,Bundesliga,Matchweek 2,Away,D 1–1,RB Leipzig,Leverkusen,Y*,GK,90,4,1,3,75,0,0.4,0,0,0,0,10,19,52.6,33,3,48.5,39.7,9,33.3,34,11,1,9.1,0,9
3/10/20,Péter Gulácsi,Bundesliga,Matchweek 3,Home,W 4–0,RB Leipzig,Schalke 04,Y*,GK,90,1,0,1,100,1,0,0,0,0,0,1,2,50,21,4,9.5,27.7,4,0,16.3,1,0,0,0,13
