Date,Name,League,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,Goals Against,Saves,Save Percentage,Clean Sheets,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Post-Shot Expected Goals,Passes Completed (Passes longer than 40 yards),Passes Attempted (Passes longer than 40 yards),Pass Completion Percentage (Passes longer than 40 yards),Passes Attempted,Throws Attempted,Percentage of Passes that were Launched,"Average length of passes, in yards",Goal Kick Passes Attempted,Percentage of Goal Kicks that were Launched,Average length of goal kicks,Opponent's attempted crosses into penalty area,Number of crosses into penalty area successfully stopped,Percentage of crosses into penalty area successfully stopped,Number of defensive actions outside of penalty area,Average distance from goal to perform defensive actions
17/10/20,Péter Gulácsi,Bundesliga,Matchweek 4,Away,W 2–0,RB Leipzig,Augsburg,Y*,GK,90,2,0,2,100,1,0.8,0,0,0,0,2,3,66.7,30,7,6.7,23.6,2,50,44.5,5,0,0,1,23.8
24/10/20,Péter Gulácsi,Bundesliga,Matchweek 5,Home,W 2–1,RB Leipzig,Hertha BSC,Y*,GK,90,2,1,1,50,0,0.9,0,0,0,0,4,7,57.1,17,1,35.3,34.4,7,14.3,29.3,2,0,0,4,22.1
31/10/20,Péter Gulácsi,Bundesliga,Matchweek 6,Away,L 0–1,RB Leipzig,M'Gladbach,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,4,10,40,37,8,24.3,30.1,1,100,41,9,1,11.1,1,16.2
7/11/20,Péter Gulácsi,Bundesliga,Matchweek 7,Home,W 3–0,RB Leipzig,Freiburg,Y,GK,90,3,0,3,100,1,0.3,0,0,0,0,5,12,41.7,36,6,25,30.3,6,50,46,7,0,0,2,20.8
21/11/20,Péter Gulácsi,Bundesliga,Matchweek 8,Away,D 1–1,RB Leipzig,Eint Frankfurt,Y,GK,90,3,1,1,66.7,0,1,0,0,0,0,9,17,52.9,33,4,33.3,34,12,50,40.9,7,2,28.6,3,28.3
28/11/20,Péter Gulácsi,Bundesliga,Matchweek 9,Home,W 2–1,RB Leipzig,Arminia,Y*,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,2,7,28.6,24,1,29.2,29.7,5,0,24.8,6,0,0,1,18.3
5/12/20,Péter Gulácsi,Bundesliga,Matchweek 10,Away,D 3–3,RB Leipzig,Bayern Munich,Y,GK,90,5,3,2,40,0,1.1,0,0,0,0,6,11,54.5,30,12,36.7,36,8,0,22.9,11,1,9.1,0,14.5
12/12/20,Péter Gulácsi,Bundesliga,Matchweek 11,Home,W 2–0,RB Leipzig,Werder Bremen,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,3,7,42.9,25,6,28,33.6,3,0,15,10,1,10,2,18
16/12/20,Péter Gulácsi,Bundesliga,Matchweek 12,Away,W 1–0,RB Leipzig,Hoffenheim,Y,GK,90,3,0,3,100,1,0.5,0,0,0,0,6,13,46.2,41,6,29.3,30.6,5,20,21.2,8,0,0,2,17.2
19/12/20,Péter Gulácsi,Bundesliga,Matchweek 13,Home,D 0–0,RB Leipzig,Köln,Y,GK,90,1,0,1,100,1,0,0,0,0,0,7,9,77.8,30,3,26.7,27.9,2,50,37.5,2,0,0,3,27.8
2/1/21,Péter Gulácsi,Bundesliga,Matchweek 14,Away,W 1–0,RB Leipzig,Stuttgart,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,9,19,47.4,37,6,37.8,35.9,8,62.5,48.6,7,0,0,0,13.5
9/1/21,Péter Gulácsi,Bundesliga,Matchweek 15,Home,L 1–3,RB Leipzig,Dortmund,Y,GK,90,6,3,2,50,0,2.2,0,0,0,0,1,5,20,28,7,17.9,29.1,8,0,16.1,4,0,0,2,19.3
16/1/21,Péter Gulácsi,Bundesliga,Matchweek 16,Away,D 2–2,RB Leipzig,Wolfsburg,Y,GK,90,2,2,0,0,0,1.5,0,0,0,0,4,12,33.3,32,7,31.3,33.4,4,50,40.5,7,0,0,1,16.3
20/1/21,Péter Gulácsi,Bundesliga,Matchweek 17,Home,W 1–0,RB Leipzig,Union Berlin,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,4,7,57.1,29,6,20.7,30.5,4,25,35.8,4,0,0,1,17.7
23/1/21,Péter Gulácsi,Bundesliga,Matchweek 18,Away,L 2–3,RB Leipzig,Mainz 05,Y,GK,90,4,3,1,25,0,1.8,0,0,0,0,2,6,33.3,42,10,14.3,25.7,5,0,21.8,10,0,0,4,22.8
30/1/21,Péter Gulácsi,Bundesliga,Matchweek 19,Home,W 1–0,RB Leipzig,Leverkusen,Y,GK,90,3,0,3,100,1,0.9,0,0,0,0,10,18,55.6,35,5,51.4,40.1,3,0,17,7,1,14.3,0,12.3
6/2/21,Péter Gulácsi,Bundesliga,Matchweek 20,Away,W 3–0,RB Leipzig,Schalke 04,Y,GK,90,1,0,1,100,1,0,0,0,0,0,1,2,50,30,10,6.7,24.8,2,0,17,1,0,0,0,12.1
12/2/21,Péter Gulácsi,Bundesliga,Matchweek 21,Home,W 2–1,RB Leipzig,Augsburg,Y*,GK,90,1,1,1,100,0,1.6,1,1,0,0,4,11,36.4,37,4,27,31.5,2,50,51.5,6,1,16.7,0,10.3
21/2/21,Péter Gulácsi,Bundesliga,Matchweek 22,Away,W 3–0,RB Leipzig,Hertha BSC,Y,GK,90,4,0,4,100,1,1.1,0,0,0,0,5,6,83.3,27,7,18.5,30.9,7,14.3,20,4,0,0,3,23
27/2/21,Péter Gulácsi,Bundesliga,Matchweek 23,Home,W 3–2,RB Leipzig,M'Gladbach,Y,GK,90,1,2,0,0,0,1.4,1,1,0,0,1,1,100,14,4,7.1,21.2,1,0,34,1,0,0,0,10.7
6/3/21,Péter Gulácsi,Bundesliga,Matchweek 24,Away,W 3–0,RB Leipzig,Freiburg,Y*,GK,90,1,0,1,100,1,0,0,0,0,0,2,6,33.3,24,3,25,34.7,4,0,17.3,7,2,28.6,2,25
14/3/21,Péter Gulácsi,Bundesliga,Matchweek 25,Home,D 1–1,RB Leipzig,Eint Frankfurt,Y,GK,90,2,1,1,50,0,1.8,0,0,0,0,2,8,25,29,3,24.1,33.1,6,16.7,24.7,7,0,0,1,26.7
19/3/21,Péter Gulácsi,Bundesliga,Matchweek 26,Away,W 1–0,RB Leipzig,Arminia,Y,GK,90,0,0,0,,1,0,0,0,0,0,3,3,100,27,6,11.1,24.3,4,0,26.8,4,0,0,3,20.1
3/4/21,Péter Gulácsi,Bundesliga,Matchweek 27,Home,L 0–1,RB Leipzig,Bayern Munich,Y,GK,90,5,1,4,80,0,0.7,0,0,0,0,4,8,50,32,4,25,31.9,8,0,19.9,2,0,0,3,21.2
10/4/21,Péter Gulácsi,Bundesliga,Matchweek 28,Away,W 4–1,RB Leipzig,Werder Bremen,Y,GK,90,1,1,1,100,0,0.5,1,1,0,0,5,8,62.5,38,6,15.8,26.4,11,18.2,27,7,1,14.3,1,17.2
16/4/21,Péter Gulácsi,Bundesliga,Matchweek 29,Home,D 0–0,RB Leipzig,Hoffenheim,Y,GK,90,0,0,0,,1,0,0,0,0,0,6,12,50,40,5,27.5,27,6,16.7,26.7,6,1,16.7,3,22.3
20/4/21,Péter Gulácsi,Bundesliga,Matchweek 30,Away,L 1–2,RB Leipzig,Köln,Y*,GK,90,3,2,1,33.3,0,1.2,0,0,0,0,6,7,85.7,32,6,21.9,28.7,2,0,13,10,0,0,3,19.3
25/4/21,Péter Gulácsi,Bundesliga,Matchweek 31,Home,W 2–0,RB Leipzig,Stuttgart,Y*,GK,90,0,0,0,,1,0,0,0,0,0,0,0,,20,2,0,20.6,0,,,0,0,,4,31.8
8/5/21,Péter Gulácsi,Bundesliga,Matchweek 32,Away,L 2–3,RB Leipzig,Dortmund,Y,GK,90,4,3,1,25,0,1.1,0,0,0,0,5,8,62.5,27,3,25.9,31.8,9,11.1,22.1,8,0,0,1,18
16/5/21,Péter Gulácsi,Bundesliga,Matchweek 33,Home,D 2–2,RB Leipzig,Wolfsburg,Y,GK,90,4,2,2,50,0,1.2,0,0,0,0,1,7,14.3,32,4,21.9,28.8,4,0,9.8,0,0,,1,18.2
19/9/20,Stefan Ortega,Bundesliga,Matchweek 1,Away,D 1–1,Arminia,Eint Frankfurt,Y,GK,90,6,1,5,83.3,0,1.2,0,0,0,0,13,36,36.1,46,4,63,47.6,9,77.8,62.9,15,1,6.7,0,10.9
26/9/20,Stefan Ortega,Bundesliga,Matchweek 2,Home,W 1–0,Arminia,Köln,Y,GK,90,2,0,2,100,1,0.8,0,0,0,0,18,27,66.7,60,2,43.3,37.4,5,20,30,9,1,11.1,2,18
3/10/20,Stefan Ortega,Bundesliga,Matchweek 3,Away,L 0–1,Arminia,Werder Bremen,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,17,24,70.8,67,7,32.8,35.5,8,25,33.8,5,0,0,2,17.3
17/10/20,Stefan Ortega,Bundesliga,Matchweek 4,Home,L 1–4,Arminia,Bayern Munich,Y,GK,90,10,4,6,60,0,3.3,0,0,0,0,8,21,38.1,45,4,44.4,42.9,8,12.5,22.9,16,2,12.5,0,10
25/10/20,Stefan Ortega,Bundesliga,Matchweek 5,Away,L 1–2,Arminia,Wolfsburg,Y,GK,90,4,2,2,50,0,1.9,0,0,0,0,11,28,39.3,54,2,48.1,38.7,4,50,46.8,12,0,0,2,14
31/10/20,Stefan Ortega,Bundesliga,Matchweek 6,Home,L 0–2,Arminia,Dortmund,Y,GK,90,10,2,8,80,0,2.4,0,0,0,0,13,33,39.4,40,5,62.5,46.7,10,80,55.6,11,0,0,0,13.4
7/11/20,Stefan Ortega,Bundesliga,Matchweek 7,Away,L 0–5,Arminia,Union Berlin,Y,GK,90,8,5,4,50,0,2.8,1,1,0,0,2,6,33.3,35,4,11.4,30.5,3,66.7,40,3,0,0,0,14.7
21/11/20,Stefan Ortega,Bundesliga,Matchweek 8,Home,L 1–2,Arminia,Leverkusen,Y,GK,90,4,2,2,50,0,1.4,0,0,0,0,12,28,42.9,44,4,52.3,43.3,5,100,63.4,20,0,0,1,17.5
28/11/20,Stefan Ortega,Bundesliga,Matchweek 9,Away,L 1–2,Arminia,RB Leipzig,Y,GK,90,5,2,3,60,0,2,1,0,1,0,20,37,54.1,57,3,61.4,43.8,5,40,32.6,5,0,0,0,12.4
5/12/20,Stefan Ortega,Bundesliga,Matchweek 10,Home,W 2–1,Arminia,Mainz 05,Y,GK,90,5,1,4,80,0,1.5,0,0,0,0,15,27,55.6,36,2,52.8,43.3,9,88.9,61.4,11,0,0,0,8.3
12/12/20,Stefan Ortega,Bundesliga,Matchweek 11,Away,L 0–2,Arminia,Freiburg,Y,GK,90,6,2,5,83.3,0,2.8,1,1,0,0,13,32,40.6,71,5,36.6,37.8,8,75,58.4,8,1,12.5,3,19.8
16/12/20,Stefan Ortega,Bundesliga,Matchweek 12,Home,L 0–1,Arminia,Augsburg,Y,GK,90,2,1,1,50,0,0.9,0,0,0,0,14,41,34.1,56,4,67.9,49.1,8,37.5,34.4,8,1,12.5,1,14.2
19/12/20,Stefan Ortega,Bundesliga,Matchweek 13,Away,W 1–0,Arminia,Schalke 04,Y,GK,90,2,0,2,100,1,0.6,0,0,0,0,10,33,30.3,47,3,63.8,48.9,5,60,40.2,8,0,0,0,10
2/1/21,Stefan Ortega,Bundesliga,Matchweek 14,Home,L 0–1,Arminia,M'Gladbach,Y,GK,90,7,1,6,85.7,0,2,0,0,0,0,21,45,46.7,54,3,66.7,49.6,10,90,65.8,9,0,0,1,14.4
10/1/21,Stefan Ortega,Bundesliga,Matchweek 15,Home,W 1–0,Arminia,Hertha BSC,Y,GK,90,5,0,5,100,1,2.1,0,0,0,0,23,34,67.6,47,2,70.2,49.5,6,16.7,27.5,8,0,0,1,14
16/1/21,Stefan Ortega,Bundesliga,Matchweek 16,Away,D 0–0,Arminia,Hoffenheim,Y,GK,90,5,0,5,100,1,0.4,0,0,0,0,21,29,72.4,52,6,50,43.4,8,37.5,36,15,1,6.7,1,12.2
20/1/21,Stefan Ortega,Bundesliga,Matchweek 17,Home,W 3–0,Arminia,Stuttgart,Y,GK,90,3,0,3,100,1,0.7,0,0,0,0,20,36,55.6,45,2,68.9,53.4,8,62.5,49.9,12,1,8.3,0,13.3
23/1/21,Stefan Ortega,Bundesliga,Matchweek 18,Home,L 1–5,Arminia,Eint Frankfurt,Y,GK,90,8,5,4,37.5,0,2.6,0,0,0,0,11,26,42.3,52,1,44.2,40,4,75,55.8,8,0,0,0,14.3
31/1/21,Stefan Ortega,Bundesliga,Matchweek 19,Away,L 1–3,Arminia,Köln,Y,GK,90,5,3,2,40,0,1.8,0,0,0,0,20,39,51.3,58,3,55.2,44.3,11,63.6,53.7,11,1,9.1,1,17.5
10/3/21,Stefan Ortega,Bundesliga,Matchweek 20,Home,L 0–2,Arminia,Werder Bremen,Y*,GK,90,2,2,0,0,0,1.6,0,0,0,0,13,25,52,60,5,41.7,39.6,4,0,21.5,6,1,16.7,1,19
15/2/21,Stefan Ortega,Bundesliga,Matchweek 21,Away,D 3–3,Arminia,Bayern Munich,Y,GK,90,12,3,9,75,0,2.6,0,0,0,0,10,26,38.5,53,10,41.5,42.6,5,80,58.8,15,1,6.7,1,12.5
19/2/21,Stefan Ortega,Bundesliga,Matchweek 22,Home,L 0–3,Arminia,Wolfsburg,Y,GK,90,6,3,3,50,0,1.6,0,0,0,0,8,20,40,65,4,30.8,35,3,0,26.3,7,1,14.3,1,15.7
27/2/21,Stefan Ortega,Bundesliga,Matchweek 23,Away,L 0–3,Arminia,Dortmund,Y,GK,90,8,3,6,75,0,2.1,1,1,0,0,17,25,68,55,2,38.2,37.6,8,50,38.4,7,0,0,2,22.9
7/3/21,Stefan Ortega,Bundesliga,Matchweek 24,Home,D 0–0,Arminia,Union Berlin,Y,GK,90,3,0,3,100,1,0.9,0,0,0,0,14,28,50,54,6,42.6,40.2,6,83.3,62.2,10,1,10,1,12.9
14/3/21,Stefan Ortega,Bundesliga,Matchweek 25,Away,W 2–1,Arminia,Leverkusen,Y,GK,90,5,1,4,80,0,1.2,0,0,0,0,24,40,60,39,2,71.8,51.9,12,100,67.2,16,3,18.8,1,10.9
19/3/21,Stefan Ortega,Bundesliga,Matchweek 26,Home,L 0–1,Arminia,RB Leipzig,Y,GK,90,7,1,5,85.7,0,1.5,0,0,0,0,18,37,48.6,30,1,90,59.7,11,90.9,65.1,5,0,0,0,11.9
3/4/21,Stefan Ortega,Bundesliga,Matchweek 27,Away,D 1–1,Arminia,Mainz 05,Y*,GK,90,3,1,3,100,0,1.2,1,1,0,0,16,41,39,58,2,62.1,52.3,8,62.5,53.3,8,2,25,3,19.2
9/4/21,Stefan Ortega,Bundesliga,Matchweek 28,Home,W 1–0,Arminia,Freiburg,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,11,25,44,45,1,40,39.6,8,87.5,64.1,7,0,0,2,23
17/4/21,Stefan Ortega,Bundesliga,Matchweek 29,Away,D 0–0,Arminia,Augsburg,Y,GK,90,2,0,2,100,1,0.4,0,0,0,0,13,33,39.4,84,5,39.3,36.6,5,0,18.6,13,3,23.1,2,17.6
20/4/21,Stefan Ortega,Bundesliga,Matchweek 30,Home,W 1–0,Arminia,Schalke 04,Y,GK,90,0,0,0,,1,0,0,0,0,0,11,31,35.5,32,4,71.9,50.7,9,88.9,66.2,10,1,10,0,14.1
25/4/21,Stefan Ortega,Bundesliga,Matchweek 31,Away,L 0–5,Arminia,M'Gladbach,Y,GK,90,11,5,7,63.6,0,4.5,1,1,0,0,6,27,22.2,58,1,39.7,39.8,6,66.7,62.3,8,1,12.5,2,18
9/5/21,Stefan Ortega,Bundesliga,Matchweek 32,Away,D 0–0,Arminia,Hertha BSC,Y,GK,90,4,0,4,100,1,1,0,0,0,0,13,36,36.1,41,2,68.3,54.6,9,88.9,68,9,0,0,1,20.4
15/5/21,Stefan Ortega,Bundesliga,Matchweek 33,Home,D 1–1,Arminia,Hoffenheim,Y,GK,90,3,1,2,66.7,0,1.4,0,0,0,0,13,25,52,47,3,38.3,37,9,77.8,59.9,12,2,16.7,2,21
25/10/20,Philipp Pentke,Bundesliga,Matchweek 5,Away,D 1–1,Hoffenheim,Werder Bremen,Y,GK,90,2,1,1,50,0,0.4,0,0,0,0,2,6,33.3,25,5,20,29.8,4,25,31.5,2,0,0,1,20.3
15/5/21,Philipp Pentke,Bundesliga,Matchweek 33,Away,D 1–1,Hoffenheim,Arminia,Y,GK,90,6,1,5,83.3,0,2.8,0,0,0,0,7,13,53.8,37,10,35.1,32.7,8,0,13.8,4,0,0,0,15.2
27/9/20,Pavao Pervan,Bundesliga,Matchweek 2,Away,D 1–1,Wolfsburg,Freiburg,Y,GK,90,7,1,5,85.7,0,2.7,0,0,0,0,8,19,42.1,23,1,56.5,43.2,9,66.7,53.4,13,1,7.7,0,11.3
19/9/20,Florian Müller,Bundesliga,Matchweek 1,Away,W 3–2,Freiburg,Stuttgart,Y,GK,90,6,2,4,66.7,0,1.8,0,0,0,0,8,22,36.4,28,2,35.7,35.4,12,100,71,11,1,9.1,0,11
27/9/20,Florian Müller,Bundesliga,Matchweek 2,Home,D 1–1,Freiburg,Wolfsburg,Y,GK,90,2,1,1,50,0,1,0,0,0,0,4,12,33.3,25,2,24,28.4,10,60,48.7,3,0,0,0,8.3
3/10/20,Florian Müller,Bundesliga,Matchweek 3,Away,L 0–4,Freiburg,Dortmund,Y,GK,90,6,4,2,33.3,0,2.7,0,0,0,0,6,20,30,30,3,43.3,38.6,10,70,52,4,0,0,0,11
17/10/20,Florian Müller,Bundesliga,Matchweek 4,Home,D 1–1,Freiburg,Werder Bremen,Y,GK,90,3,1,3,100,0,1.7,1,1,0,0,3,8,37.5,18,2,22.2,29.7,9,44.4,46.6,6,0,0,0,10
24/10/20,Florian Müller,Bundesliga,Matchweek 5,Away,D 1–1,Freiburg,Union Berlin,Y,GK,90,7,1,6,85.7,0,1.5,0,0,0,0,10,26,38.5,31,3,48.4,45.2,12,91.7,70.3,15,1,6.7,1,17.3
1/11/20,Florian Müller,Bundesliga,Matchweek 6,Home,L 2–4,Freiburg,Leverkusen,Y,GK,90,7,4,3,42.9,0,2.2,0,0,0,0,5,18,27.8,36,4,44.4,42.2,5,40,45.4,10,0,0,0,9.3
7/11/20,Florian Müller,Bundesliga,Matchweek 7,Away,L 0–3,Freiburg,RB Leipzig,Y,GK,90,6,3,4,66.7,0,2.4,1,1,0,0,2,16,12.5,33,3,42.4,40.3,5,40,39,8,1,12.5,1,16.7
22/11/20,Florian Müller,Bundesliga,Matchweek 8,Home,L 1–3,Freiburg,Mainz 05,Y,GK,90,8,3,5,62.5,0,2.5,0,0,0,0,1,7,14.3,35,1,5.7,21.7,9,55.6,44,3,0,0,1,45
28/11/20,Florian Müller,Bundesliga,Matchweek 9,Away,D 1–1,Freiburg,Augsburg,Y,GK,90,2,1,1,50,0,0.3,0,0,0,0,12,25,48,36,3,41.7,43.6,11,90.9,64,8,0,0,0,17.3
5/12/20,Florian Müller,Bundesliga,Matchweek 10,Home,D 2–2,Freiburg,M'Gladbach,Y,GK,90,4,2,2,50,0,1.4,0,0,0,0,10,22,45.5,29,6,48.3,43.8,8,100,71.9,5,1,20,1,19
12/12/20,Florian Müller,Bundesliga,Matchweek 11,Home,W 2–0,Freiburg,Arminia,Y,GK,90,3,0,3,100,1,1.2,0,0,0,0,7,20,35,35,9,51.4,43.4,4,50,43.3,9,0,0,1,11.2
16/12/20,Florian Müller,Bundesliga,Matchweek 12,Away,W 2–0,Freiburg,Schalke 04,Y,GK,90,2,0,2,100,1,0,0,0,0,0,3,18,16.7,28,6,42.9,40.5,7,85.7,62.1,6,1,16.7,0,11.4
20/12/20,Florian Müller,Bundesliga,Matchweek 13,Home,W 4–1,Freiburg,Hertha BSC,Y,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,8,33,24.2,33,3,75.8,57.2,8,100,74.4,8,0,0,0,12.4
2/1/21,Florian Müller,Bundesliga,Matchweek 14,Away,W 3–1,Freiburg,Hoffenheim,Y,GK,90,6,1,5,83.3,0,1.8,0,0,0,0,8,20,40,22,4,59.1,45,7,100,67.9,8,0,0,0,9.8
9/1/21,Florian Müller,Bundesliga,Matchweek 15,Home,W 5–0,Freiburg,Köln,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,12,23,52.2,38,5,47.4,39.8,5,100,70,10,1,10,1,15.3
17/1/21,Florian Müller,Bundesliga,Matchweek 16,Away,L 1–2,Freiburg,Bayern Munich,Y,GK,90,9,2,7,77.8,0,3.5,0,0,0,0,8,20,40,31,4,41.9,38.2,10,70,48.1,9,0,0,0,9
20/1/21,Florian Müller,Bundesliga,Matchweek 17,Home,D 2–2,Freiburg,Eint Frankfurt,Y,GK,90,3,2,2,33.3,0,0.6,0,0,0,0,4,31,12.9,33,4,63.6,48.2,10,100,71.3,11,0,0,3,18.4
23/1/21,Florian Müller,Bundesliga,Matchweek 18,Home,W 2–1,Freiburg,Stuttgart,Y,GK,90,8,1,7,87.5,0,2.3,1,0,1,0,9,34,26.5,32,3,65.6,54.8,14,92.9,72,14,1,7.1,1,14.4
31/1/21,Florian Müller,Bundesliga,Matchweek 19,Away,L 0–3,Freiburg,Wolfsburg,Y,GK,90,5,3,2,40,0,2.9,0,0,0,0,7,19,36.8,34,4,47.1,38,6,50,41.2,12,1,8.3,0,15.8
6/2/21,Florian Müller,Bundesliga,Matchweek 20,Home,W 2–1,Freiburg,Dortmund,Y,GK,90,5,1,4,80,0,1.8,0,0,0,0,1,18,5.6,34,8,38.2,40.4,10,50,46,8,2,25,1,13.1
13/2/21,Florian Müller,Bundesliga,Matchweek 21,Away,D 0–0,Freiburg,Werder Bremen,Y,GK,90,4,0,4,100,1,0.3,0,0,0,0,4,8,50,28,8,21.4,32.6,7,28.6,35.4,7,0,0,1,17.3
20/2/21,Florian Müller,Bundesliga,Matchweek 22,Home,L 0–1,Freiburg,Union Berlin,Y,GK,90,4,1,3,75,0,1.5,0,0,0,0,3,15,20,42,8,19,24.7,9,77.8,63.8,6,0,0,2,14.6
28/2/21,Florian Müller,Bundesliga,Matchweek 23,Away,W 2–1,Freiburg,Leverkusen,Y,GK,90,5,1,4,80,0,0.3,0,0,0,0,5,25,20,30,4,26.7,34.1,18,94.4,68.2,11,0,0,0,10.2
6/3/21,Florian Müller,Bundesliga,Matchweek 24,Home,L 0–3,Freiburg,RB Leipzig,Y,GK,90,7,3,4,57.1,0,1.8,0,0,0,0,5,16,31.3,52,8,13.5,28.8,11,81.8,61.8,7,0,0,1,17.4
13/3/21,Florian Müller,Bundesliga,Matchweek 25,Away,L 0–1,Freiburg,Mainz 05,Y,GK,90,7,1,6,85.7,0,1.8,0,0,0,0,4,20,20,51,6,29.4,32.8,6,83.3,62.7,7,0,0,3,17.8
21/3/21,Florian Müller,Bundesliga,Matchweek 26,Home,W 2–0,Freiburg,Augsburg,Y,GK,90,7,0,7,100,1,1.9,0,0,0,0,14,28,50,42,4,42.9,39.7,11,90.9,69.9,9,1,11.1,1,26.3
3/4/21,Florian Müller,Bundesliga,Matchweek 27,Away,L 1–2,Freiburg,M'Gladbach,Y,GK,90,6,2,4,66.7,0,1.7,0,0,0,0,5,13,38.5,46,11,21.7,30.9,7,42.9,40.7,7,0,0,1,15.4
9/4/21,Florian Müller,Bundesliga,Matchweek 28,Away,L 0–1,Freiburg,Arminia,Y,GK,90,3,1,3,66.7,0,0.2,0,0,0,0,8,21,38.1,49,7,38.8,36.1,10,20,30.1,11,1,9.1,0,10.5
17/4/21,Florian Müller,Bundesliga,Matchweek 29,Home,W 4–0,Freiburg,Schalke 04,Y,GK,90,2,0,2,100,1,0.8,0,0,0,0,1,7,14.3,47,5,8.5,25,4,75,57.3,4,0,0,1,18.8
6/5/21,Florian Müller,Bundesliga,Matchweek 30,Away,L 0–3,Freiburg,Hertha BSC,Y,GK,90,6,3,3,50,0,2.4,0,0,0,0,7,9,77.8,32,4,18.8,26,9,33.3,31.3,2,0,0,1,19
24/4/21,Florian Müller,Bundesliga,Matchweek 31,Home,D 1–1,Freiburg,Hoffenheim,Y,GK,90,4,1,3,75,0,1.3,0,0,0,0,5,13,38.5,26,5,26.9,33,8,75,56.9,6,0,0,1,19.6
19/9/20,Gregor Kobel,Bundesliga,Matchweek 1,Home,L 2–3,Stuttgart,Freiburg,Y,GK,90,5,3,2,40,0,1.3,0,0,0,0,4,5,80,36,4,13.9,21.8,3,0,14,3,0,0,1,19.5
26/9/20,Gregor Kobel,Bundesliga,Matchweek 2,Away,W 4–1,Stuttgart,Mainz 05,Y,GK,90,2,1,1,50,0,1,0,0,0,0,9,13,69.2,24,4,41.7,35,8,37.5,40,9,0,0,2,18.5
3/10/20,Gregor Kobel,Bundesliga,Matchweek 3,Home,D 1–1,Stuttgart,Leverkusen,Y,GK,90,7,1,6,85.7,0,1.4,0,0,0,0,8,18,44.4,34,7,44.1,37.3,13,23.1,29.3,6,0,0,1,15.8
